 
SET: rps=0.0 (overall: 0.0) avg_msec=-nan (overall: -nan)
                                                          
SET: rps=121916.0 (overall: 121430.3) avg_msec=0.221 (overall: 0.221)
                                                                      
SET: rps=129152.0 (overall: 125283.4) avg_msec=0.207 (overall: 0.213)
                                                                      
SET: rps=130240.0 (overall: 126933.4) avg_msec=0.204 (overall: 0.210)
                                                                      
SET: rps=121681.3 (overall: 125617.8) avg_msec=0.218 (overall: 0.212)
                                                                      
SET: rps=113836.0 (overall: 123265.2) avg_msec=0.238 (overall: 0.217)
                                                                      
SET: rps=121360.0 (overall: 122948.1) avg_msec=0.215 (overall: 0.216)
                                                                      
SET: rps=127116.0 (overall: 123542.8) avg_msec=0.208 (overall: 0.215)
                                                                      
SET: rps=128525.9 (overall: 124167.2) avg_msec=0.202 (overall: 0.214)
                                                                      
SET: rps=127780.0 (overall: 124568.1) avg_msec=0.204 (overall: 0.212)
                                                                      
SET: rps=124204.0 (overall: 124531.8) avg_msec=0.212 (overall: 0.212)
                                                                      
SET: rps=126724.0 (overall: 124730.8) avg_msec=0.210 (overall: 0.212)
                                                                      
SET: rps=125896.0 (overall: 124827.8) avg_msec=0.214 (overall: 0.212)
                                                                      
SET: rps=119243.0 (overall: 124397.1) avg_msec=0.219 (overall: 0.213)
                                                                      
SET: rps=119020.0 (overall: 124013.4) avg_msec=0.220 (overall: 0.213)
                                                                      
SET: rps=124724.0 (overall: 124060.7) avg_msec=0.208 (overall: 0.213)
                                                                      
SET: rps=126220.0 (overall: 124195.5) avg_msec=0.205 (overall: 0.213)
                                                                      
SET: rps=127816.7 (overall: 124409.2) avg_msec=0.205 (overall: 0.212)
                                                                      
SET: rps=128776.0 (overall: 124651.5) avg_msec=0.203 (overall: 0.212)
                                                                      
SET: rps=128384.0 (overall: 124847.7) avg_msec=0.202 (overall: 0.211)
                                                                      
SET: rps=125592.0 (overall: 124884.9) avg_msec=0.207 (overall: 0.211)
                                                                      
SET: rps=122426.3 (overall: 124767.5) avg_msec=0.211 (overall: 0.211)
                                                                      
SET: rps=127584.0 (overall: 124895.4) avg_msec=0.204 (overall: 0.210)
                                                                      
SET: rps=129044.0 (overall: 125075.6) avg_msec=0.206 (overall: 0.210)
                                                                      
SET: rps=126636.0 (overall: 125140.5) avg_msec=0.207 (overall: 0.210)
                                                                      
SET: rps=125788.9 (overall: 125166.5) avg_msec=0.206 (overall: 0.210)
                                                                      
SET: rps=128536.0 (overall: 125296.0) avg_msec=0.205 (overall: 0.210)
                                                                      
SET: rps=129264.0 (overall: 125442.8) avg_msec=0.210 (overall: 0.210)
                                                                      
SET: rps=128948.0 (overall: 125567.9) avg_msec=0.204 (overall: 0.210)
                                                                      
SET: rps=125211.2 (overall: 125555.5) avg_msec=0.207 (overall: 0.209)
                                                                      
SET: rps=125496.0 (overall: 125553.5) avg_msec=0.215 (overall: 0.210)
                                                                      
SET: rps=124820.0 (overall: 125529.9) avg_msec=0.208 (overall: 0.210)
                                                                      
SET: rps=113179.3 (overall: 125142.8) avg_msec=0.233 (overall: 0.210)
                                                                      
SET: rps=108380.0 (overall: 124635.4) avg_msec=0.247 (overall: 0.211)
                                                                      
SET: rps=105372.0 (overall: 124069.5) avg_msec=0.257 (overall: 0.212)
                                                                      
SET: rps=114119.5 (overall: 123784.4) avg_msec=0.233 (overall: 0.213)
                                                                      
SET: rps=128388.0 (overall: 123912.1) avg_msec=0.203 (overall: 0.213)
                                                                      
SET: rps=125620.0 (overall: 123958.2) avg_msec=0.207 (overall: 0.213)
                                                                      
SET: rps=118184.0 (overall: 123806.4) avg_msec=0.220 (overall: 0.213)
                                                                      
SET: rps=119693.2 (overall: 123700.6) avg_msec=0.219 (overall: 0.213)
                                                                      
SET: rps=114800.0 (overall: 123478.4) avg_msec=0.232 (overall: 0.213)
                                                                      
SET: rps=119624.0 (overall: 123384.5) avg_msec=0.222 (overall: 0.214)
                                                                      
SET: rps=108103.6 (overall: 123019.6) avg_msec=0.242 (overall: 0.214)
                                                                      
SET: rps=106436.0 (overall: 122634.4) avg_msec=0.250 (overall: 0.215)
                                                                      
SET: rps=106680.0 (overall: 122272.2) avg_msec=0.245 (overall: 0.215)
                                                                      
SET: rps=105236.0 (overall: 121894.0) avg_msec=0.247 (overall: 0.216)
                                                                      
SET: rps=100924.3 (overall: 121436.8) avg_msec=0.259 (overall: 0.217)
                                                                      
SET: rps=101472.0 (overall: 121012.5) avg_msec=0.255 (overall: 0.218)
                                                                      
SET: rps=106680.0 (overall: 120714.2) avg_msec=0.243 (overall: 0.218)
                                                                      
SET: rps=107127.5 (overall: 120436.2) avg_msec=0.241 (overall: 0.218)
                                                                      
SET: rps=106256.0 (overall: 120152.9) avg_msec=0.245 (overall: 0.219)
                                                                      
SET: rps=107832.0 (overall: 119911.5) avg_msec=0.242 (overall: 0.219)
                                                                      
SET: rps=107753.0 (overall: 119677.1) avg_msec=0.242 (overall: 0.220)
                                                                      
SET: rps=107284.0 (overall: 119443.5) avg_msec=0.242 (overall: 0.220)
                                                                      
SET: rps=104280.0 (overall: 119163.0) avg_msec=0.251 (overall: 0.221)
                                                                      
SET: rps=105577.7 (overall: 118915.3) avg_msec=0.246 (overall: 0.221)
                                                                      
SET: rps=108812.0 (overall: 118735.1) avg_msec=0.241 (overall: 0.221)
                                                                      
SET: rps=106452.0 (overall: 118519.8) avg_msec=0.255 (overall: 0.222)
                                                                      
SET: rps=109864.0 (overall: 118370.8) avg_msec=0.249 (overall: 0.222)
                                                                      
SET: rps=107753.0 (overall: 118190.3) avg_msec=0.253 (overall: 0.223)
                                                                      
SET: rps=107936.0 (overall: 118019.6) avg_msec=0.253 (overall: 0.223)
                                                                      
SET: rps=105152.0 (overall: 117808.9) avg_msec=0.249 (overall: 0.224)
                                                                      
SET: rps=105043.8 (overall: 117602.4) avg_msec=0.252 (overall: 0.224)
                                                                      
SET: rps=106412.0 (overall: 117425.0) avg_msec=0.244 (overall: 0.224)
                                                                      
SET: rps=104496.0 (overall: 117223.2) avg_msec=0.248 (overall: 0.225)
                                                                      
SET: rps=107824.7 (overall: 117078.2) avg_msec=0.239 (overall: 0.225)
                                                                      
SET: rps=104548.0 (overall: 116888.6) avg_msec=0.250 (overall: 0.225)
                                                                      
SET: rps=107928.0 (overall: 116755.0) avg_msec=0.245 (overall: 0.225)
                                                                      
SET: rps=107784.9 (overall: 116622.7) avg_msec=0.250 (overall: 0.226)
                                                                      
SET: rps=108188.0 (overall: 116500.6) avg_msec=0.246 (overall: 0.226)
                                                                      
SET: rps=105348.0 (overall: 116341.4) avg_msec=0.252 (overall: 0.226)
                                                                      
SET: rps=106784.0 (overall: 116207.0) avg_msec=0.243 (overall: 0.227)
                                                                      
SET: rps=107330.7 (overall: 116083.4) avg_msec=0.241 (overall: 0.227)
                                                                      
SET: rps=108496.0 (overall: 115979.5) avg_msec=0.257 (overall: 0.227)
                                                                      
SET: rps=109108.0 (overall: 115886.8) avg_msec=0.242 (overall: 0.227)
                                                                      
SET: rps=108378.5 (overall: 115786.4) avg_msec=0.240 (overall: 0.227)
                                                                      
SET: rps=108428.0 (overall: 115689.7) avg_msec=0.241 (overall: 0.228)
                                                                      
