Time(s),COMMAND,RES,%CPU,%MEM
0.0,top,3780,5.9,0.2
0.0,systemd,12348,0.0,0.6
0.0,kthreadd,0,0.0,0.0
.1,top,3788,5.9,0.2
.1,systemd,12348,0.0,0.6
.1,kthreadd,0,0.0,0.0
.2,top,3744,5.9,0.2
.2,systemd,12348,0.0,0.6
.2,kthreadd,0,0.0,0.0
.3,top,3744,11.8,0.2
.3,multipathd,27240,5.9,1.4
.3,systemd,12348,0.0,0.6
.4,top,3772,5.9,0.2
.4,systemd,12348,0.0,0.6
.4,kthreadd,0,0.0,0.0
.5,top,3800,5.6,0.2
.5,systemd,12348,0.0,0.6
.5,kthreadd,0,0.0,0.0
.6,top,3760,15.8,0.2
.6,systemd,12348,0.0,0.6
.6,kthreadd,0,0.0,0.0
.7,top,3628,10.3,0.2
.7,ksoftirqd/0,0,3.4,0.0
.7,fwupd,80396,3.4,4.0
.8,top,3744,13.0,0.2
.8,ksoftirqd/0,0,4.3,0.0
.8,rcu_sched,0,4.3,0.0
.9,awk,3096,65.0,0.2
.9,head,1024,15.0,0.1
.9,top,3708,10.0,0.2
1.0,head,1016,31.6,0.1
1.0,awk,3152,26.3,0.2
1.0,top,3716,15.8,0.2
1.1,head,1056,19.0,0.1
1.1,top,3764,14.3,0.2
1.1,awk,3104,14.3,0.2
1.2,top,3704,15.8,0.2
1.2,ksoftirqd/0,0,5.3,0.0
1.2,systemd,12348,0.0,0.6
1.3,awk,3112,66.7,0.2
1.3,top,3868,12.5,0.2
1.3,ksoftirqd/0,0,8.3,0.0
1.4,head,1016,52.4,0.1
1.4,awk,3136,23.8,0.2
1.4,top,3768,9.5,0.2
1.5,top,3796,14.3,0.2
1.5,ksoftirqd/0,0,4.8,0.0
1.5,systemd,12348,0.0,0.6
1.6,top,3800,15.0,0.2
1.6,ksoftirqd/0,0,5.0,0.0
1.6,systemd,12348,0.0,0.6
1.7,top,3668,62.5,0.2
1.7,ksoftirqd/0,0,5.0,0.0
1.7,rcu_sched,0,2.5,0.0
1.8,awk,3124,71.4,0.2
1.8,top,3696,33.3,0.2
1.8,head,1016,14.3,0.1
1.9,top,3780,31.0,0.2
1.9,ksoftirqd/0,0,4.8,0.0
1.9,kworker/0:0-events,0,2.4,0.0
2.0,top,3764,26.3,0.2
2.0,systemd,12348,0.0,0.6
2.0,kthreadd,0,0.0,0.0
2.1,top,3812,20.0,0.2
2.1,ksoftirqd/0,0,5.0,0.0
2.1,systemd,12348,0.0,0.6
2.2,head,1036,30.4,0.1
2.2,top,3776,21.7,0.2
2.2,awk,3056,17.4,0.2
2.3,top,3756,16.7,0.2
2.3,ksoftirqd/0,0,4.2,0.0
2.3,systemd,12348,0.0,0.6
2.4,top,3776,14.3,0.2
2.4,systemd,12348,0.0,0.6
