CPUPerc,MemUsage,NetIO,BlockIO
0.00%,1.184MiB / 1GiB,8.09TB / 8.09TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.1TB / 8.1TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.12TB / 8.12TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.13TB / 8.13TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.15TB / 8.15TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.16TB / 8.16TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.18TB / 8.18TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.19TB / 8.19TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.21TB / 8.21TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.22TB / 8.22TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.24TB / 8.24TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.25TB / 8.25TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.27TB / 8.27TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.28TB / 8.28TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.3TB / 8.3TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.32TB / 8.32TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.33TB / 8.33TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.35TB / 8.35TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.36TB / 8.36TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.38TB / 8.38TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.39TB / 8.39TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.41TB / 8.41TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.43TB / 8.43TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.44TB / 8.44TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.46TB / 8.46TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.47TB / 8.47TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.49TB / 8.49TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.51TB / 8.51TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.52TB / 8.52TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.54TB / 8.54TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.55TB / 8.55TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.57TB / 8.57TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.58TB / 8.58TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.6TB / 8.6TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.62TB / 8.62TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.63TB / 8.63TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.65TB / 8.65TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.66TB / 8.66TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.68TB / 8.68TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.69TB / 8.69TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.71TB / 8.71TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.72TB / 8.72TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.74TB / 8.74TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.75TB / 8.75TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.77TB / 8.77TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.79TB / 8.79TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.8TB / 8.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.82TB / 8.82TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.83TB / 8.83TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.85TB / 8.85TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.87TB / 8.87TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,8.87TB / 8.87TB,1.16MB / 4.1kB
