CPUPerc,MemUsage,NetIO,BlockIO
0.00%,1.184MiB / 1GiB,3.59TB / 3.59TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.61TB / 3.61TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.62TB / 3.62TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.64TB / 3.64TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.65TB / 3.65TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.67TB / 3.67TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.68TB / 3.68TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.7TB / 3.7TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.72TB / 3.72TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.73TB / 3.73TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.75TB / 3.75TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.76TB / 3.76TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.78TB / 3.78TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.79TB / 3.79TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.81TB / 3.81TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.83TB / 3.83TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.84TB / 3.84TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.86TB / 3.86TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.87TB / 3.87TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.89TB / 3.89TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.9TB / 3.9TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.92TB / 3.92TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.94TB / 3.94TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.95TB / 3.95TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.97TB / 3.97TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,3.98TB / 3.98TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4TB / 4TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.01TB / 4.01TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.03TB / 4.03TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.05TB / 4.05TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.06TB / 4.06TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.08TB / 4.08TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.09TB / 4.09TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.11TB / 4.11TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.12TB / 4.12TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.14TB / 4.14TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.16TB / 4.16TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.17TB / 4.17TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.19TB / 4.19TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.2TB / 4.2TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.22TB / 4.22TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.23TB / 4.23TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.24TB / 4.24TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.26TB / 4.26TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.27TB / 4.27TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.29TB / 4.29TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.31TB / 4.31TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.32TB / 4.32TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.34TB / 4.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.35TB / 4.35TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.37TB / 4.37TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.39TB / 4.39TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.4TB / 4.4TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.42TB / 4.42TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.44TB / 4.44TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.44TB / 4.44TB,1.16MB / 4.1kB
