CPUPerc,MemUsage,NetIO,BlockIO
0.00%,1.184MiB / 1GiB,12.5TB / 12.5TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.5TB / 12.5TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.5TB / 12.5TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.5TB / 12.5TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.5TB / 12.5TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.6TB / 12.6TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.6TB / 12.6TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.6TB / 12.6TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.6TB / 12.6TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.6TB / 12.6TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.6TB / 12.6TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.6TB / 12.6TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.7TB / 12.7TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.7TB / 12.7TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.7TB / 12.7TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.7TB / 12.7TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.7TB / 12.7TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.7TB / 12.7TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.7TB / 12.7TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.8TB / 12.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.8TB / 12.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.8TB / 12.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.8TB / 12.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.8TB / 12.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.8TB / 12.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.9TB / 12.9TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.9TB / 12.9TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.9TB / 12.9TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.9TB / 12.9TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.9TB / 12.9TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.9TB / 12.9TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,12.9TB / 12.9TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,13TB / 13TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,13TB / 13TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,13TB / 13TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,13TB / 13TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,13TB / 13TB,1.16MB / 4.1kB
