CPUPerc,MemUsage,NetIO,BlockIO
0.00%,1.184MiB / 1GiB,10.8TB / 10.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.8TB / 10.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.8TB / 10.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.8TB / 10.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.8TB / 10.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.8TB / 10.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.8TB / 10.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.8TB / 10.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.8TB / 10.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.8TB / 10.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.8TB / 10.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.8TB / 10.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.8TB / 10.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.8TB / 10.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.8TB / 10.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.8TB / 10.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.8TB / 10.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.9TB / 10.9TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.9TB / 10.9TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.9TB / 10.9TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.9TB / 10.9TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.9TB / 10.9TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.9TB / 10.9TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.9TB / 10.9TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.9TB / 10.9TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.9TB / 10.9TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.9TB / 10.9TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,10.9TB / 10.9TB,1.16MB / 4.1kB
