CPUPerc,MemUsage,NetIO,BlockIO
20.33%,182.1MiB / 1GiB,746GB / 778GB,23.1MB / 288MB
20.61%,182.1MiB / 1GiB,746GB / 778GB,23.1MB / 288MB
21.40%,182.1MiB / 1GiB,746GB / 778GB,23.1MB / 288MB
20.66%,182.1MiB / 1GiB,747GB / 778GB,23.1MB / 288MB
22.26%,182.1MiB / 1GiB,747GB / 778GB,23.1MB / 288MB
23.20%,182.1MiB / 1GiB,747GB / 778GB,23.1MB / 288MB
22.94%,182.1MiB / 1GiB,747GB / 779GB,23.1MB / 288MB
23.17%,182.1MiB / 1GiB,747GB / 779GB,23.1MB / 288MB
23.06%,182.1MiB / 1GiB,747GB / 779GB,23.1MB / 288MB
23.58%,182.1MiB / 1GiB,747GB / 779GB,23.1MB / 288MB
24.63%,182.1MiB / 1GiB,747GB / 779GB,23.1MB / 288MB
24.50%,182.1MiB / 1GiB,747GB / 779GB,23.1MB / 288MB
24.54%,182.1MiB / 1GiB,747GB / 779GB,23.1MB / 288MB
23.39%,182.1MiB / 1GiB,747GB / 779GB,23.1MB / 288MB
24.54%,182.1MiB / 1GiB,747GB / 779GB,23.1MB / 288MB
25.12%,182.1MiB / 1GiB,747GB / 779GB,23.1MB / 288MB
25.19%,182.1MiB / 1GiB,747GB / 779GB,23.1MB / 288MB
26.13%,182.1MiB / 1GiB,747GB / 779GB,23.1MB / 288MB
25.19%,182.1MiB / 1GiB,747GB / 779GB,23.1MB / 288MB
25.95%,182.1MiB / 1GiB,747GB / 779GB,23.1MB / 288MB
24.58%,182.1MiB / 1GiB,747GB / 779GB,23.1MB / 288MB
25.49%,182.1MiB / 1GiB,747GB / 779GB,23.1MB / 288MB
25.79%,182.1MiB / 1GiB,747GB / 779GB,23.1MB / 288MB
25.95%,182.1MiB / 1GiB,747GB / 779GB,23.1MB / 288MB
25.57%,182.1MiB / 1GiB,747GB / 779GB,23.1MB / 288MB
25.52%,182.1MiB / 1GiB,748GB / 779GB,23.1MB / 288MB
26.06%,182.1MiB / 1GiB,748GB / 779GB,23.1MB / 288MB
26.04%,182.1MiB / 1GiB,748GB / 780GB,23.1MB / 288MB
25.06%,182.1MiB / 1GiB,748GB / 780GB,23.1MB / 288MB
26.40%,182.1MiB / 1GiB,748GB / 780GB,23.1MB / 288MB
26.00%,182.1MiB / 1GiB,748GB / 780GB,23.1MB / 288MB
26.59%,182.1MiB / 1GiB,748GB / 780GB,23.1MB / 288MB
26.50%,182.1MiB / 1GiB,748GB / 780GB,23.1MB / 288MB
26.02%,182.1MiB / 1GiB,748GB / 780GB,23.1MB / 288MB
25.98%,182.1MiB / 1GiB,748GB / 780GB,23.1MB / 288MB
27.21%,182.1MiB / 1GiB,748GB / 780GB,23.1MB / 288MB
27.51%,182.1MiB / 1GiB,748GB / 780GB,23.1MB / 288MB
26.64%,182.1MiB / 1GiB,748GB / 780GB,23.1MB / 288MB
26.90%,182.1MiB / 1GiB,748GB / 780GB,23.1MB / 288MB
27.28%,182.1MiB / 1GiB,748GB / 780GB,23.1MB / 288MB
26.86%,182.1MiB / 1GiB,748GB / 780GB,23.1MB / 288MB
26.17%,182.1MiB / 1GiB,748GB / 780GB,23.1MB / 288MB
27.53%,182.1MiB / 1GiB,748GB / 780GB,23.1MB / 288MB
27.14%,182.1MiB / 1GiB,748GB / 780GB,23.1MB / 288MB
26.59%,182.1MiB / 1GiB,748GB / 780GB,23.1MB / 288MB
25.74%,182.1MiB / 1GiB,748GB / 780GB,23.1MB / 288MB
27.46%,182.1MiB / 1GiB,749GB / 781GB,23.1MB / 288MB
27.13%,182.1MiB / 1GiB,749GB / 781GB,23.1MB / 288MB
26.72%,182.1MiB / 1GiB,749GB / 781GB,23.1MB / 288MB
27.03%,182.1MiB / 1GiB,749GB / 781GB,23.1MB / 288MB
26.98%,182.1MiB / 1GiB,749GB / 781GB,23.1MB / 288MB
26.84%,182.1MiB / 1GiB,749GB / 781GB,23.1MB / 288MB
27.78%,182.1MiB / 1GiB,749GB / 781GB,23.1MB / 288MB
25.81%,182.1MiB / 1GiB,749GB / 781GB,23.1MB / 288MB
26.53%,182.1MiB / 1GiB,749GB / 781GB,23.1MB / 288MB
27.21%,182.1MiB / 1GiB,749GB / 781GB,23.1MB / 288MB
26.36%,182.1MiB / 1GiB,749GB / 781GB,23.1MB / 288MB
26.63%,182.1MiB / 1GiB,749GB / 781GB,23.1MB / 288MB
26.70%,182.1MiB / 1GiB,749GB / 781GB,23.1MB / 288MB
27.35%,182.1MiB / 1GiB,749GB / 781GB,23.1MB / 288MB
26.78%,182.1MiB / 1GiB,749GB / 781GB,23.1MB / 288MB
26.77%,182.1MiB / 1GiB,749GB / 781GB,23.1MB / 288MB
26.19%,182.1MiB / 1GiB,749GB / 781GB,23.1MB / 288MB
26.52%,182.1MiB / 1GiB,749GB / 781GB,23.1MB / 288MB
26.76%,182.1MiB / 1GiB,749GB / 781GB,23.1MB / 288MB
27.28%,182.1MiB / 1GiB,749GB / 781GB,23.1MB / 288MB
27.61%,182.1MiB / 1GiB,750GB / 782GB,23.1MB / 288MB
27.53%,182.1MiB / 1GiB,750GB / 782GB,23.1MB / 288MB
27.96%,182.1MiB / 1GiB,750GB / 782GB,23.1MB / 288MB
27.16%,182.1MiB / 1GiB,750GB / 782GB,23.1MB / 288MB
26.21%,182.1MiB / 1GiB,750GB / 782GB,23.1MB / 288MB
27.20%,182.1MiB / 1GiB,750GB / 782GB,23.1MB / 288MB
26.72%,182.1MiB / 1GiB,750GB / 782GB,23.1MB / 288MB
27.19%,182.1MiB / 1GiB,750GB / 782GB,23.1MB / 288MB
26.72%,182.1MiB / 1GiB,750GB / 782GB,23.1MB / 288MB
26.88%,182.1MiB / 1GiB,750GB / 782GB,23.1MB / 288MB
27.40%,182.1MiB / 1GiB,750GB / 782GB,23.1MB / 288MB
27.62%,182.1MiB / 1GiB,750GB / 782GB,23.1MB / 288MB
26.70%,182.1MiB / 1GiB,750GB / 782GB,23.1MB / 288MB
26.84%,182.1MiB / 1GiB,750GB / 782GB,23.1MB / 288MB
26.91%,182.1MiB / 1GiB,750GB / 782GB,23.1MB / 288MB
27.72%,182.1MiB / 1GiB,750GB / 782GB,23.1MB / 288MB
27.87%,182.1MiB / 1GiB,750GB / 782GB,23.1MB / 288MB
27.36%,182.1MiB / 1GiB,750GB / 782GB,23.1MB / 288MB
27.05%,182.1MiB / 1GiB,750GB / 782GB,23.1MB / 288MB
29.04%,182.1MiB / 1GiB,750GB / 782GB,23.1MB / 288MB
28.21%,182.1MiB / 1GiB,751GB / 783GB,23.1MB / 288MB
27.86%,182.1MiB / 1GiB,751GB / 783GB,23.1MB / 288MB
27.70%,182.1MiB / 1GiB,751GB / 783GB,23.1MB / 288MB
27.82%,182.1MiB / 1GiB,751GB / 783GB,23.1MB / 288MB
27.61%,182.1MiB / 1GiB,751GB / 783GB,23.1MB / 288MB
27.12%,182.1MiB / 1GiB,751GB / 783GB,23.1MB / 288MB
27.25%,182.1MiB / 1GiB,751GB / 783GB,23.1MB / 288MB
27.47%,182.1MiB / 1GiB,751GB / 783GB,23.1MB / 288MB
27.99%,182.1MiB / 1GiB,751GB / 783GB,23.1MB / 288MB
28.05%,182.1MiB / 1GiB,751GB / 783GB,23.1MB / 288MB
27.46%,182.1MiB / 1GiB,751GB / 783GB,23.1MB / 288MB
27.59%,182.1MiB / 1GiB,751GB / 783GB,23.1MB / 288MB
28.03%,182.1MiB / 1GiB,751GB / 783GB,23.1MB / 288MB
28.27%,182.1MiB / 1GiB,751GB / 783GB,23.1MB / 289MB
26.94%,182.1MiB / 1GiB,751GB / 783GB,23.1MB / 289MB
28.61%,182.1MiB / 1GiB,751GB / 783GB,23.1MB / 289MB
27.69%,182.1MiB / 1GiB,751GB / 783GB,23.1MB / 289MB
28.02%,182.1MiB / 1GiB,751GB / 783GB,23.1MB / 289MB
27.10%,182.1MiB / 1GiB,751GB / 783GB,23.1MB / 289MB
27.32%,182.1MiB / 1GiB,751GB / 784GB,23.1MB / 289MB
28.70%,182.1MiB / 1GiB,751GB / 784GB,23.1MB / 289MB
27.87%,182.1MiB / 1GiB,752GB / 784GB,23.1MB / 289MB
27.51%,182.1MiB / 1GiB,752GB / 784GB,23.1MB / 289MB
28.13%,182.1MiB / 1GiB,752GB / 784GB,23.1MB / 289MB
27.37%,182.1MiB / 1GiB,752GB / 784GB,23.1MB / 289MB
27.57%,182.1MiB / 1GiB,752GB / 784GB,23.1MB / 289MB
28.55%,182.1MiB / 1GiB,752GB / 784GB,23.1MB / 289MB
27.74%,182.1MiB / 1GiB,752GB / 784GB,23.1MB / 289MB
28.52%,182.1MiB / 1GiB,752GB / 784GB,23.1MB / 289MB
28.10%,182.1MiB / 1GiB,752GB / 784GB,23.1MB / 289MB
27.70%,182.1MiB / 1GiB,752GB / 784GB,23.1MB / 289MB
27.82%,182.1MiB / 1GiB,752GB / 784GB,23.1MB / 289MB
7.81%,182.1MiB / 1GiB,752GB / 784GB,23.1MB / 289MB
7.11%,182.1MiB / 1GiB,752GB / 784GB,23.1MB / 289MB
8.68%,182.1MiB / 1GiB,752GB / 784GB,23.1MB / 289MB
6.36%,182.1MiB / 1GiB,752GB / 784GB,23.1MB / 289MB
7.55%,182.1MiB / 1GiB,752GB / 784GB,23.1MB / 289MB
7.05%,182.1MiB / 1GiB,752GB / 784GB,23.1MB / 289MB
9.36%,182.1MiB / 1GiB,752GB / 784GB,23.1MB / 289MB
30.63%,182.1MiB / 1GiB,752GB / 784GB,23.1MB / 289MB
31.62%,182.1MiB / 1GiB,752GB / 784GB,23.1MB / 289MB
30.67%,182.1MiB / 1GiB,752GB / 784GB,23.1MB / 289MB
31.78%,182.1MiB / 1GiB,752GB / 784GB,23.1MB / 289MB
31.22%,182.1MiB / 1GiB,752GB / 785GB,23.1MB / 289MB
31.29%,182.1MiB / 1GiB,752GB / 785GB,23.1MB / 289MB
30.39%,182.1MiB / 1GiB,753GB / 785GB,23.1MB / 289MB
31.70%,182.1MiB / 1GiB,753GB / 785GB,23.1MB / 289MB
30.84%,182.1MiB / 1GiB,753GB / 785GB,23.1MB / 289MB
31.03%,182.1MiB / 1GiB,753GB / 785GB,23.1MB / 289MB
30.80%,182.1MiB / 1GiB,753GB / 785GB,23.1MB / 289MB
30.93%,182.1MiB / 1GiB,753GB / 785GB,23.1MB / 289MB
30.71%,182.1MiB / 1GiB,753GB / 785GB,23.1MB / 289MB
30.44%,182.1MiB / 1GiB,753GB / 785GB,23.1MB / 289MB
30.32%,182.1MiB / 1GiB,753GB / 785GB,23.1MB / 289MB
29.81%,182.1MiB / 1GiB,753GB / 785GB,23.1MB / 289MB
31.71%,182.1MiB / 1GiB,753GB / 785GB,23.1MB / 289MB
31.36%,182.1MiB / 1GiB,753GB / 785GB,23.1MB / 289MB
30.99%,182.1MiB / 1GiB,753GB / 785GB,23.1MB / 289MB
31.25%,182.1MiB / 1GiB,753GB / 785GB,23.1MB / 289MB
0.95%,182.1MiB / 1GiB,753GB / 785GB,23.1MB / 289MB
