CPUPerc,MemUsage,NetIO,BlockIO
0.00%,1.184MiB / 1GiB,4.87TB / 4.87TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.88TB / 4.88TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.9TB / 4.9TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.91TB / 4.91TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.93TB / 4.93TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.95TB / 4.95TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.96TB / 4.96TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.98TB / 4.98TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,4.99TB / 4.99TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.01TB / 5.01TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.02TB / 5.02TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.04TB / 5.04TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.06TB / 5.06TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.07TB / 5.07TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.09TB / 5.09TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.1TB / 5.1TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.12TB / 5.12TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.13TB / 5.13TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.15TB / 5.15TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.17TB / 5.17TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.18TB / 5.18TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.2TB / 5.2TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.21TB / 5.21TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.23TB / 5.23TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.24TB / 5.24TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.26TB / 5.26TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.28TB / 5.28TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.29TB / 5.29TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.31TB / 5.31TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.32TB / 5.32TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.34TB / 5.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.35TB / 5.35TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.37TB / 5.37TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.39TB / 5.39TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.4TB / 5.4TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.42TB / 5.42TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.43TB / 5.43TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.45TB / 5.45TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.46TB / 5.46TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.48TB / 5.48TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.5TB / 5.5TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.51TB / 5.51TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.53TB / 5.53TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.54TB / 5.54TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.56TB / 5.56TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.57TB / 5.57TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.59TB / 5.59TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.61TB / 5.61TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.62TB / 5.62TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.64TB / 5.64TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.65TB / 5.65TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.67TB / 5.67TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.69TB / 5.69TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.7TB / 5.7TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.72TB / 5.72TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.73TB / 5.73TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.75TB / 5.75TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.76TB / 5.76TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.78TB / 5.78TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.8TB / 5.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.81TB / 5.81TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.83TB / 5.83TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.84TB / 5.84TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.86TB / 5.86TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.87TB / 5.87TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.89TB / 5.89TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.91TB / 5.91TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.92TB / 5.92TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.94TB / 5.94TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.95TB / 5.95TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.97TB / 5.97TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,5.98TB / 5.98TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6TB / 6TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.02TB / 6.02TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.03TB / 6.03TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.05TB / 6.05TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.06TB / 6.06TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.08TB / 6.08TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.09TB / 6.09TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.11TB / 6.11TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.13TB / 6.13TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.14TB / 6.14TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.16TB / 6.16TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.17TB / 6.17TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.19TB / 6.19TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.2TB / 6.2TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.22TB / 6.22TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.24TB / 6.24TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.25TB / 6.25TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.27TB / 6.27TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.28TB / 6.28TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.3TB / 6.3TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.31TB / 6.31TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.33TB / 6.33TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,6.34TB / 6.34TB,1.16MB / 4.1kB
