CPUPerc,MemUsage,NetIO,BlockIO
0.00%,1.184MiB / 1GiB,1.32TB / 1.32TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.34TB / 1.34TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.36TB / 1.36TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.37TB / 1.37TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.39TB / 1.39TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.4TB / 1.4TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.42TB / 1.42TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.43TB / 1.43TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.45TB / 1.45TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.47TB / 1.47TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.48TB / 1.48TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.5TB / 1.5TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.51TB / 1.51TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.53TB / 1.53TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.55TB / 1.55TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.56TB / 1.56TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.58TB / 1.58TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.59TB / 1.59TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.61TB / 1.61TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.62TB / 1.62TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.64TB / 1.64TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.66TB / 1.66TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.67TB / 1.67TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.69TB / 1.69TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.7TB / 1.7TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.72TB / 1.72TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.73TB / 1.73TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.75TB / 1.75TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.77TB / 1.77TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.78TB / 1.78TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.8TB / 1.8TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.81TB / 1.81TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.83TB / 1.83TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.84TB / 1.84TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.86TB / 1.86TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.88TB / 1.88TB,1.16MB / 4.1kB
0.00%,1.184MiB / 1GiB,1.88TB / 1.88TB,1.16MB / 4.1kB
