Time(s),COMMAND,RES,%CPU,%MEM
18.7,Suricata-Main,45788,50.0,2.3
18.7,top,3760,16.7,0.2
18.8,ksoftirqd/0,0,80.0,0.0
18.8,Suricata-Main,45788,44.0,2.3
18.8,top,3680,12.0,0.2
18.9,ksoftirqd/0,0,84.6,0.0
18.9,Suricata-Main,45788,53.8,2.3
18.9,top,3780,11.5,0.2
19.0,ksoftirqd/0,0,80.0,0.0
19.0,Suricata-Main,45788,48.0,2.3
19.0,top,3692,12.0,0.2
19.1,ksoftirqd/0,0,87.5,0.0
19.1,Suricata-Main,45788,54.2,2.3
19.1,top,3704,12.5,0.2
19.2,ksoftirqd/0,0,84.0,0.0
19.2,Suricata-Main,45788,52.0,2.3
19.2,top,3796,16.0,0.2
19.3,ksoftirqd/0,0,80.0,0.0
19.3,Suricata-Main,45788,44.0,2.3
19.3,top,3804,12.0,0.2
19.4,ksoftirqd/0,0,88.5,0.0
19.4,Suricata-Main,45788,46.2,2.3
19.4,top,3748,11.5,0.2
19.5,ksoftirqd/0,0,84.0,0.0
19.5,Suricata-Main,45788,52.0,2.3
19.5,top,3784,16.0,0.2
19.6,ksoftirqd/0,0,77.8,0.0
19.6,Suricata-Main,45788,44.4,2.3
19.6,top,3740,11.1,0.2
19.7,ksoftirqd/0,0,86.4,0.0
19.7,Suricata-Main,45788,63.6,2.3
19.7,top,3736,9.1,0.2
19.8,ksoftirqd/0,0,76.2,0.0
19.8,Suricata-Main,45788,57.1,2.3
19.8,top,3752,19.0,0.2
19.9,ksoftirqd/0,0,81.5,0.0
19.9,Suricata-Main,45788,51.9,2.3
19.9,top,3780,14.8,0.2
20.0,ksoftirqd/0,0,94.7,0.0
20.0,Suricata-Main,45788,68.4,2.3
20.0,top,3716,10.5,0.2
20.1,ksoftirqd/0,0,95.8,0.0
20.1,Suricata-Main,45788,45.8,2.3
20.1,top,3764,12.5,0.2
20.2,ksoftirqd/0,0,86.4,0.0
20.2,Suricata-Main,45788,59.1,2.3
20.2,top,3792,13.6,0.2
20.3,ksoftirqd/0,0,84.0,0.0
20.3,Suricata-Main,45788,44.0,2.3
20.3,top,3748,12.0,0.2
20.4,ksoftirqd/0,0,83.3,0.0
20.4,Suricata-Main,45788,50.0,2.3
20.4,top,3604,12.5,0.2
20.5,ksoftirqd/0,0,84.0,0.0
20.5,Suricata-Main,45788,48.0,2.3
20.5,top,3744,12.0,0.2
20.6,ksoftirqd/0,0,86.4,0.0
20.6,Suricata-Main,45788,50.0,2.3
20.6,top,3800,18.2,0.2
20.7,ksoftirqd/0,0,85.0,0.0
20.7,Suricata-Main,45788,55.0,2.3
20.7,top,3700,10.0,0.2
20.8,ksoftirqd/0,0,87.5,0.0
20.8,Suricata-Main,45788,50.0,2.3
20.8,top,3688,12.5,0.2
20.9,ksoftirqd/0,0,87.5,0.0
20.9,Suricata-Main,45788,50.0,2.3
20.9,top,3596,8.3,0.2
21.0,ksoftirqd/0,0,95.2,0.0
21.0,Suricata-Main,45788,52.4,2.3
21.0,top,3740,14.3,0.2
21.1,ksoftirqd/0,0,84.6,0.0
21.1,Suricata-Main,45788,42.3,2.3
21.1,top,3632,11.5,0.2
21.2,ksoftirqd/0,0,87.5,0.0
21.2,Suricata-Main,45788,41.7,2.3
21.2,top,3756,8.3,0.2
21.3,ksoftirqd/0,0,84.0,0.0
21.3,Suricata-Main,45788,44.0,2.3
21.3,top,3716,12.0,0.2
21.4,ksoftirqd/0,0,79.2,0.0
21.4,Suricata-Main,45788,50.0,2.3
21.4,top,3800,12.5,0.2
21.5,ksoftirqd/0,0,84.0,0.0
21.5,Suricata-Main,45788,52.0,2.3
21.5,top,3612,12.0,0.2
21.6,ksoftirqd/0,0,87.0,0.0
21.6,Suricata-Main,45788,47.8,2.3
21.6,top,3704,13.0,0.2
21.7,ksoftirqd/0,0,88.9,0.0
21.7,Suricata-Main,45788,48.1,2.3
21.7,top,3620,11.1,0.2
21.8,ksoftirqd/0,0,84.6,0.0
