CPUPerc,MemUsage,NetIO,BlockIO
58.07%,181.7MiB / 1GiB,553GB / 576GB,23.1MB / 286MB
59.11%,181.7MiB / 1GiB,554GB / 578GB,23.1MB / 286MB
57.13%,181.7MiB / 1GiB,556GB / 580GB,23.1MB / 286MB
59.13%,181.7MiB / 1GiB,558GB / 582GB,23.1MB / 286MB
57.10%,181.7MiB / 1GiB,560GB / 584GB,23.1MB / 286MB
57.85%,181.7MiB / 1GiB,562GB / 586GB,23.1MB / 286MB
59.39%,181.7MiB / 1GiB,564GB / 588GB,23.1MB / 286MB
57.89%,181.7MiB / 1GiB,565GB / 590GB,23.1MB / 286MB
57.91%,181.7MiB / 1GiB,567GB / 591GB,23.1MB / 286MB
57.28%,181.7MiB / 1GiB,569GB / 593GB,23.1MB / 286MB
56.14%,181.7MiB / 1GiB,571GB / 595GB,23.1MB / 286MB
56.83%,181.7MiB / 1GiB,573GB / 597GB,23.1MB / 286MB
56.49%,181.7MiB / 1GiB,575GB / 599GB,23.1MB / 286MB
57.42%,181.7MiB / 1GiB,577GB / 601GB,23.1MB / 286MB
57.94%,181.7MiB / 1GiB,578GB / 603GB,23.1MB / 286MB
57.42%,181.7MiB / 1GiB,580GB / 605GB,23.1MB / 286MB
56.48%,181.7MiB / 1GiB,582GB / 607GB,23.1MB / 286MB
58.93%,181.7MiB / 1GiB,584GB / 609GB,23.1MB / 286MB
57.59%,181.7MiB / 1GiB,586GB / 611GB,23.1MB / 286MB
56.52%,181.7MiB / 1GiB,588GB / 613GB,23.1MB / 286MB
58.63%,181.7MiB / 1GiB,589GB / 615GB,23.1MB / 286MB
56.90%,181.7MiB / 1GiB,591GB / 617GB,23.1MB / 286MB
58.09%,181.7MiB / 1GiB,593GB / 618GB,23.1MB / 286MB
56.70%,181.7MiB / 1GiB,595GB / 620GB,23.1MB / 286MB
57.44%,181.7MiB / 1GiB,597GB / 622GB,23.1MB / 286MB
57.51%,181.7MiB / 1GiB,599GB / 624GB,23.1MB / 286MB
58.63%,181.7MiB / 1GiB,601GB / 626GB,23.1MB / 286MB
57.34%,181.7MiB / 1GiB,602GB / 628GB,23.1MB / 286MB
58.20%,181.7MiB / 1GiB,604GB / 630GB,23.1MB / 286MB
57.88%,181.7MiB / 1GiB,606GB / 632GB,23.1MB / 286MB
58.44%,181.7MiB / 1GiB,608GB / 634GB,23.1MB / 286MB
58.23%,181.7MiB / 1GiB,610GB / 636GB,23.1MB / 286MB
59.42%,181.7MiB / 1GiB,612GB / 638GB,23.1MB / 286MB
59.23%,181.7MiB / 1GiB,614GB / 640GB,23.1MB / 286MB
57.02%,181.7MiB / 1GiB,615GB / 642GB,23.1MB / 287MB
56.92%,181.7MiB / 1GiB,617GB / 644GB,23.1MB / 287MB
58.34%,181.7MiB / 1GiB,619GB / 646GB,23.1MB / 287MB
58.09%,181.7MiB / 1GiB,621GB / 647GB,23.1MB / 287MB
57.01%,181.7MiB / 1GiB,623GB / 649GB,23.1MB / 287MB
56.15%,181.7MiB / 1GiB,625GB / 651GB,23.1MB / 287MB
58.19%,181.7MiB / 1GiB,626GB / 653GB,23.1MB / 287MB
59.63%,181.7MiB / 1GiB,628GB / 655GB,23.1MB / 287MB
58.56%,181.7MiB / 1GiB,630GB / 657GB,23.1MB / 287MB
59.55%,181.7MiB / 1GiB,632GB / 659GB,23.1MB / 287MB
58.28%,181.7MiB / 1GiB,634GB / 661GB,23.1MB / 287MB
57.96%,181.7MiB / 1GiB,635GB / 663GB,23.1MB / 287MB
57.80%,181.7MiB / 1GiB,637GB / 665GB,23.1MB / 287MB
58.39%,181.7MiB / 1GiB,639GB / 666GB,23.1MB / 287MB
57.24%,181.7MiB / 1GiB,641GB / 668GB,23.1MB / 287MB
56.67%,181.7MiB / 1GiB,643GB / 670GB,23.1MB / 287MB
59.74%,181.7MiB / 1GiB,644GB / 672GB,23.1MB / 287MB
58.93%,181.7MiB / 1GiB,646GB / 674GB,23.1MB / 287MB
59.58%,181.7MiB / 1GiB,648GB / 675GB,23.1MB / 287MB
57.93%,181.7MiB / 1GiB,649GB / 677GB,23.1MB / 287MB
59.24%,181.7MiB / 1GiB,651GB / 679GB,23.1MB / 287MB
57.84%,181.7MiB / 1GiB,653GB / 681GB,23.1MB / 287MB
58.18%,181.7MiB / 1GiB,655GB / 683GB,23.1MB / 287MB
57.82%,181.7MiB / 1GiB,656GB / 685GB,23.1MB / 287MB
57.41%,181.7MiB / 1GiB,658GB / 686GB,23.1MB / 287MB
57.08%,181.7MiB / 1GiB,660GB / 688GB,23.1MB / 287MB
57.81%,181.7MiB / 1GiB,662GB / 690GB,23.1MB / 287MB
58.56%,181.7MiB / 1GiB,664GB / 692GB,23.1MB / 287MB
58.47%,181.7MiB / 1GiB,666GB / 694GB,23.1MB / 287MB
57.28%,181.7MiB / 1GiB,667GB / 696GB,23.1MB / 287MB
58.37%,181.7MiB / 1GiB,669GB / 698GB,23.1MB / 287MB
58.02%,181.7MiB / 1GiB,671GB / 700GB,23.1MB / 287MB
57.39%,181.7MiB / 1GiB,673GB / 702GB,23.1MB / 287MB
59.51%,181.7MiB / 1GiB,675GB / 704GB,23.1MB / 287MB
58.39%,181.7MiB / 1GiB,677GB / 706GB,23.1MB / 287MB
59.03%,181.7MiB / 1GiB,679GB / 708GB,23.1MB / 287MB
56.82%,181.7MiB / 1GiB,680GB / 709GB,23.1MB / 287MB
58.53%,181.7MiB / 1GiB,682GB / 711GB,23.1MB / 287MB
58.24%,181.7MiB / 1GiB,684GB / 713GB,23.1MB / 287MB
57.56%,181.7MiB / 1GiB,686GB / 715GB,23.1MB / 287MB
59.13%,181.7MiB / 1GiB,688GB / 717GB,23.1MB / 287MB
56.94%,181.7MiB / 1GiB,690GB / 719GB,23.1MB / 287MB
58.42%,181.7MiB / 1GiB,692GB / 721GB,23.1MB / 287MB
58.35%,181.7MiB / 1GiB,693GB / 723GB,23.1MB / 287MB
58.13%,181.7MiB / 1GiB,695GB / 725GB,23.1MB / 287MB
58.72%,181.7MiB / 1GiB,697GB / 727GB,23.1MB / 287MB
58.70%,181.7MiB / 1GiB,699GB / 729GB,23.1MB / 287MB
58.68%,181.7MiB / 1GiB,701GB / 731GB,23.1MB / 287MB
58.36%,181.7MiB / 1GiB,703GB / 733GB,23.1MB / 287MB
59.62%,181.7MiB / 1GiB,704GB / 735GB,23.1MB / 287MB
58.73%,181.7MiB / 1GiB,706GB / 737GB,23.1MB / 287MB
57.32%,181.7MiB / 1GiB,708GB / 739GB,23.1MB / 287MB
57.82%,181.7MiB / 1GiB,710GB / 740GB,23.1MB / 287MB
59.36%,181.7MiB / 1GiB,712GB / 742GB,23.1MB / 287MB
59.37%,181.7MiB / 1GiB,714GB / 744GB,23.1MB / 287MB
58.10%,181.7MiB / 1GiB,716GB / 746GB,23.1MB / 287MB
57.93%,181.7MiB / 1GiB,717GB / 748GB,23.1MB / 287MB
57.09%,181.7MiB / 1GiB,719GB / 750GB,23.1MB / 287MB
57.97%,181.7MiB / 1GiB,721GB / 752GB,23.1MB / 287MB
57.59%,181.7MiB / 1GiB,723GB / 754GB,23.1MB / 287MB
57.97%,181.7MiB / 1GiB,725GB / 756GB,23.1MB / 287MB
58.58%,181.7MiB / 1GiB,727GB / 758GB,23.1MB / 287MB
57.17%,181.7MiB / 1GiB,728GB / 760GB,23.1MB / 287MB
58.30%,181.7MiB / 1GiB,730GB / 762GB,23.1MB / 287MB
58.14%,181.7MiB / 1GiB,732GB / 764GB,23.1MB / 287MB
57.23%,181.7MiB / 1GiB,734GB / 765GB,23.1MB / 287MB
58.64%,181.7MiB / 1GiB,736GB / 767GB,23.1MB / 287MB
58.13%,181.7MiB / 1GiB,738GB / 769GB,23.1MB / 287MB
57.52%,181.7MiB / 1GiB,739GB / 771GB,23.1MB / 287MB
14.20%,181.7MiB / 1GiB,741GB / 772GB,23.1MB / 287MB
0.86%,181.8MiB / 1GiB,741GB / 772GB,23.1MB / 287MB
0.83%,181.7MiB / 1GiB,741GB / 772GB,23.1MB / 287MB
0.88%,181.7MiB / 1GiB,741GB / 772GB,23.1MB / 287MB
0.85%,181.7MiB / 1GiB,741GB / 772GB,23.1MB / 287MB
