Time(s),COMMAND,RES,%CPU,%MEM
0.0,top,3760,5.9,0.2
0.0,systemd,12348,0.0,0.6
0.0,kthreadd,0,0.0,0.0
.1,top,3696,5.6,0.2
.1,systemd,12348,0.0,0.6
.1,kthreadd,0,0.0,0.0
.2,top,3768,15.0,0.2
.2,systemd,12348,0.0,0.6
.2,kthreadd,0,0.0,0.0
.3,top,3804,37.8,0.2
.3,ksoftirqd/0,0,2.7,0.0
.3,rcu_sched,0,2.7,0.0
.4,top,3760,43.2,0.2
.4,ksoftirqd/0,0,2.7,0.0
.4,rcu_sched,0,2.7,0.0
.5,top,3820,37.5,0.2
.5,ksoftirqd/0,0,3.1,0.0
.5,systemd,12348,0.0,0.6
.6,top,3756,28.6,0.2
.6,ksoftirqd/0,0,2.9,0.0
.6,kworker/1:0-ata_sff,0,2.9,0.0
.7,top,3688,33.3,0.2
.7,ksoftirqd/0,0,3.0,0.0
.7,systemd,12348,0.0,0.6
.8,top,3616,34.4,0.2
.8,ksoftirqd/0,0,3.1,0.0
.8,systemd,12348,0.0,0.6
.9,top,3696,50.0,0.2
.9,rcu_sched,0,3.1,0.0
.9,systemd,12348,0.0,0.6
1.0,awk,3108,89.5,0.2
1.0,top,3760,15.8,0.2
1.0,head,1040,15.8,0.1
1.1,head,1052,33.3,0.1
1.1,top,3744,14.3,0.2
1.1,awk,2936,14.3,0.1
1.2,top,3768,11.1,0.2
1.2,ksoftirqd/0,0,2.8,0.0
1.2,rcu_sched,0,2.8,0.0
1.3,top,3768,50.0,0.2
1.3,systemd,12348,0.0,0.6
1.3,kthreadd,0,0.0,0.0
1.4,top,3696,50.0,0.2
1.4,ksoftirqd/0,0,6.7,0.0
1.4,systemd,12348,0.0,0.6
1.5,top,3764,15.0,0.2
1.5,rcu_sched,0,5.0,0.0
1.5,systemd-resolve,12976,5.0,0.6
1.6,top,3736,59.4,0.2
1.6,ksoftirqd/0,0,3.1,0.0
1.6,systemd,12348,0.0,0.6
1.7,awk,3152,80.0,0.2
1.7,top,3628,15.0,0.2
1.7,ksoftirqd/0,0,10.0,0.0
1.8,top,3756,9.4,0.2
1.8,ksoftirqd/0,0,3.1,0.0
1.8,systemd,12348,0.0,0.6
