CPUPerc,MemUsage,NetIO,BlockIO
130.04%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
126.98%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
135.27%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
133.31%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
132.40%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
125.26%,185MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
133.43%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
129.47%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
126.00%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
125.04%,185MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
21.12%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
0.98%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
0.73%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
0.78%,184.8MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
0.73%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
0.90%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
0.93%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
0.83%,184.8MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
