CPUPerc,MemUsage,NetIO,BlockIO
60.08%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
128.03%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
127.39%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
129.97%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
131.25%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
130.27%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
125.53%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
133.85%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
127.57%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
131.39%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
128.18%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
134.98%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
134.98%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
130.44%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
130.35%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
124.80%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
124.03%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
130.68%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
127.50%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
126.56%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
130.12%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
129.20%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
127.85%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
129.65%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
132.34%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
129.54%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 300MB
125.49%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 301MB
130.40%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 301MB
134.54%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 301MB
130.20%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 301MB
132.94%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 301MB
133.01%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 301MB
132.19%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 301MB
129.89%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 301MB
130.92%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 301MB
127.64%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 301MB
128.91%,184.7MiB / 1GiB,1.49TB / 1.56TB,23.1MB / 301MB
129.23%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
131.66%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
132.16%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
132.51%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
127.76%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
128.86%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
133.66%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
130.97%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
126.10%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
129.29%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
131.33%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
127.08%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
130.29%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
129.61%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
129.34%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
130.79%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
132.51%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
130.10%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
131.03%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
132.14%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
129.31%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
128.16%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
134.77%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
128.88%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
131.75%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
132.19%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
130.14%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
125.52%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
129.39%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
129.31%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
129.94%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
130.61%,185MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
130.21%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
129.84%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
128.32%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
128.98%,184.8MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
124.81%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
128.36%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
128.90%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
131.76%,184.8MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
128.96%,184.8MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
128.99%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
129.78%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
129.81%,185MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
127.60%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
125.75%,184.7MiB / 1GiB,1.5TB / 1.56TB,23.1MB / 301MB
