 
SET: rps=0.0 (overall: -nan) avg_msec=-nan (overall: -nan)
GET: rps=101605.6 (overall: 97661.5) avg_msec=0.290 (overall: 0.290)
                                                                     
GET: rps=101504.0 (overall: 97686.0) avg_msec=0.282 (overall: 0.290)
                                                                     
GET: rps=96709.2 (overall: 97679.7) avg_msec=0.289 (overall: 0.290)
                                                                    
GET: rps=102096.0 (overall: 97707.5) avg_msec=0.271 (overall: 0.290)
                                                                     
GET: rps=97092.0 (overall: 97703.7) avg_msec=0.293 (overall: 0.290)
                                                                    
GET: rps=98629.5 (overall: 97709.4) avg_msec=0.284 (overall: 0.290)
                                                                    
GET: rps=101588.0 (overall: 97733.4) avg_msec=0.294 (overall: 0.290)
                                                                     
GET: rps=101107.6 (overall: 97754.2) avg_msec=0.286 (overall: 0.290)
                                                                     
GET: rps=100280.0 (overall: 97769.6) avg_msec=0.285 (overall: 0.290)
                                                                     
GET: rps=97876.0 (overall: 97770.2) avg_msec=0.286 (overall: 0.290)
                                                                    
GET: rps=102502.0 (overall: 97798.8) avg_msec=0.269 (overall: 0.290)
                                                                     
GET: rps=97340.0 (overall: 97796.1) avg_msec=0.290 (overall: 0.290)
                                                                    
GET: rps=90812.8 (overall: 97754.4) avg_msec=0.316 (overall: 0.290)
                                                                    
GET: rps=92836.0 (overall: 97725.3) avg_msec=0.298 (overall: 0.290)
                                                                    
GET: rps=92872.0 (overall: 97696.7) avg_msec=0.304 (overall: 0.290)
                                                                    
GET: rps=85757.0 (overall: 97626.6) avg_msec=0.319 (overall: 0.290)
                                                                    
GET: rps=98892.0 (overall: 97634.0) avg_msec=0.285 (overall: 0.290)
                                                                    
GET: rps=97388.0 (overall: 97632.5) avg_msec=0.314 (overall: 0.291)
                                                                    
GET: rps=100031.9 (overall: 97646.4) avg_msec=0.278 (overall: 0.290)
                                                                     
GET: rps=97868.0 (overall: 97647.7) avg_msec=0.292 (overall: 0.290)
                                                                    
GET: rps=99004.0 (overall: 97655.4) avg_msec=0.277 (overall: 0.290)
                                                                    
GET: rps=101107.6 (overall: 97674.9) avg_msec=0.275 (overall: 0.290)
                                                                     
GET: rps=96724.0 (overall: 97669.6) avg_msec=0.287 (overall: 0.290)
                                                                    
GET: rps=102640.0 (overall: 97697.4) avg_msec=0.275 (overall: 0.290)
                                                                     
GET: rps=100569.7 (overall: 97713.4) avg_msec=0.277 (overall: 0.290)
                                                                     
GET: rps=100940.0 (overall: 97731.2) avg_msec=0.270 (overall: 0.290)
                                                                     
GET: rps=101960.0 (overall: 97754.4) avg_msec=0.286 (overall: 0.290)
                                                                     
GET: rps=101318.7 (overall: 97774.0) avg_msec=0.276 (overall: 0.290)
                                                                     
GET: rps=101664.0 (overall: 97795.1) avg_msec=0.270 (overall: 0.290)
                                                                     
GET: rps=100264.0 (overall: 97808.5) avg_msec=0.269 (overall: 0.290)
                                                                     
GET: rps=99848.6 (overall: 97819.5) avg_msec=0.283 (overall: 0.290)
                                                                    
GET: rps=100232.0 (overall: 97832.4) avg_msec=0.286 (overall: 0.290)
                                                                     
GET: rps=101032.0 (overall: 97849.4) avg_msec=0.293 (overall: 0.290)
                                                                     
GET: rps=97761.0 (overall: 97848.9) avg_msec=0.292 (overall: 0.290)
                                                                    
GET: rps=96420.0 (overall: 97841.4) avg_msec=0.289 (overall: 0.290)
                                                                    
GET: rps=100164.0 (overall: 97853.6) avg_msec=0.284 (overall: 0.290)
                                                                     
GET: rps=93725.1 (overall: 97832.0) avg_msec=0.293 (overall: 0.290)
                                                                    
GET: rps=92488.0 (overall: 97804.3) avg_msec=0.313 (overall: 0.290)
                                                                    
GET: rps=93928.0 (overall: 97784.3) avg_msec=0.294 (overall: 0.290)
                                                                    
GET: rps=91051.8 (overall: 97749.7) avg_msec=0.292 (overall: 0.290)
                                                                    
GET: rps=98732.0 (overall: 97754.7) avg_msec=0.294 (overall: 0.290)
                                                                    
GET: rps=97056.0 (overall: 97751.1) avg_msec=0.292 (overall: 0.290)
                                                                    
GET: rps=97836.0 (overall: 97751.6) avg_msec=0.291 (overall: 0.290)
                                                                    
GET: rps=97844.6 (overall: 97752.0) avg_msec=0.282 (overall: 0.290)
                                                                    
GET: rps=102284.0 (overall: 97774.7) avg_msec=0.271 (overall: 0.290)
                                                                     
GET: rps=101364.0 (overall: 97792.5) avg_msec=0.293 (overall: 0.290)
                                                                     
GET: rps=93988.1 (overall: 97773.6) avg_msec=0.290 (overall: 0.290)
                                                                    
GET: rps=95012.0 (overall: 97760.0) avg_msec=0.292 (overall: 0.290)
                                                                    
GET: rps=96012.0 (overall: 97751.5) avg_msec=0.292 (overall: 0.290)
                                                                    
GET: rps=95263.0 (overall: 97739.3) avg_msec=0.292 (overall: 0.290)
                                                                    
GET: rps=100928.0 (overall: 97754.8) avg_msec=0.285 (overall: 0.290)
                                                                     
GET: rps=98492.0 (overall: 97758.3) avg_msec=0.286 (overall: 0.290)
                                                                    
GET: rps=97697.2 (overall: 97758.0) avg_msec=0.286 (overall: 0.290)
                                                                    
GET: rps=78080.0 (overall: 97663.9) avg_msec=0.363 (overall: 0.290)
                                                                    
GET: rps=98302.8 (overall: 97666.9) avg_msec=0.288 (overall: 0.290)
                                                                    
GET: rps=98784.0 (overall: 97672.2) avg_msec=0.289 (overall: 0.290)
                                                                    
GET: rps=99968.0 (overall: 97683.1) avg_msec=0.275 (overall: 0.290)
                                                                    
GET: rps=96641.4 (overall: 97678.2) avg_msec=0.292 (overall: 0.290)
                                                                    
GET: rps=97112.0 (overall: 97675.5) avg_msec=0.290 (overall: 0.290)
                                                                    
GET: rps=94470.1 (overall: 97660.5) avg_msec=0.304 (overall: 0.290)
                                                                    
GET: rps=98416.0 (overall: 97664.0) avg_msec=0.278 (overall: 0.290)
                                                                    
GET: rps=102372.0 (overall: 97685.7) avg_msec=0.270 (overall: 0.290)
                                                                     
GET: rps=101398.4 (overall: 97702.8) avg_msec=0.280 (overall: 0.290)
                                                                     
GET: rps=97744.0 (overall: 97703.0) avg_msec=0.293 (overall: 0.290)
                                                                    
GET: rps=98144.0 (overall: 97705.0) avg_msec=0.292 (overall: 0.290)
                                                                    
GET: rps=99729.1 (overall: 97714.2) avg_msec=0.288 (overall: 0.290)
                                                                    
GET: rps=100472.0 (overall: 97726.6) avg_msec=0.282 (overall: 0.290)
                                                                     
GET: rps=100537.9 (overall: 97739.3) avg_msec=0.276 (overall: 0.290)
                                                                     
GET: rps=101068.0 (overall: 97754.1) avg_msec=0.280 (overall: 0.290)
                                                                     
GET: rps=100600.0 (overall: 97766.8) avg_msec=0.279 (overall: 0.290)
                                                                     
GET: rps=95458.2 (overall: 97756.5) avg_msec=0.289 (overall: 0.290)
                                                                    
GET: rps=95604.0 (overall: 97747.0) avg_msec=0.292 (overall: 0.290)
                                                                    
GET: rps=100376.0 (overall: 97758.6) avg_msec=0.287 (overall: 0.290)
                                                                     
GET: rps=98585.7 (overall: 97762.2) avg_msec=0.285 (overall: 0.290)
                                                                    
GET: rps=99808.0 (overall: 97771.1) avg_msec=0.282 (overall: 0.290)
                                                                    
GET: rps=98220.0 (overall: 97773.0) avg_msec=0.282 (overall: 0.289)
                                                                    
GET: rps=97980.1 (overall: 97773.9) avg_msec=0.291 (overall: 0.290)
                                                                    
GET: rps=99736.0 (overall: 97782.4) avg_msec=0.280 (overall: 0.289)
                                                                    
GET: rps=97440.0 (overall: 97780.9) avg_msec=0.303 (overall: 0.290)
                                                                    
GET: rps=98039.8 (overall: 97782.0) avg_msec=0.293 (overall: 0.290)
                                                                    
GET: rps=101552.0 (overall: 97798.0) avg_msec=0.278 (overall: 0.289)
                                                                     
GET: rps=100637.5 (overall: 97810.0) avg_msec=0.283 (overall: 0.289)
                                                                     
GET: rps=101552.0 (overall: 97825.7) avg_msec=0.281 (overall: 0.289)
                                                                     
GET: rps=96468.0 (overall: 97820.0) avg_msec=0.293 (overall: 0.289)
                                                                    
GET: rps=99243.0 (overall: 97826.0) avg_msec=0.277 (overall: 0.289)
                                                                    
GET: rps=100520.0 (overall: 97837.1) avg_msec=0.274 (overall: 0.289)
                                                                     
GET: rps=100592.0 (overall: 97848.5) avg_msec=0.290 (overall: 0.289)
                                                                     
GET: rps=89824.7 (overall: 97815.4) avg_msec=0.306 (overall: 0.289)
                                                                    
GET: rps=100524.0 (overall: 97826.5) avg_msec=0.274 (overall: 0.289)
                                                                     
GET: rps=102092.0 (overall: 97843.9) avg_msec=0.284 (overall: 0.289)
                                                                     
GET: rps=94733.1 (overall: 97831.2) avg_msec=0.301 (overall: 0.289)
                                                                    
GET: rps=100164.0 (overall: 97840.6) avg_msec=0.284 (overall: 0.289)
                                                                     
GET: rps=98108.0 (overall: 97841.7) avg_msec=0.300 (overall: 0.289)
                                                                    
GET: rps=95298.8 (overall: 97831.5) avg_msec=0.288 (overall: 0.289)
                                                                    
GET: rps=97652.0 (overall: 97830.8) avg_msec=0.287 (overall: 0.289)
                                                                    
GET: rps=95442.2 (overall: 97821.2) avg_msec=0.294 (overall: 0.289)
                                                                    
GET: rps=100952.0 (overall: 97833.6) avg_msec=0.273 (overall: 0.289)
                                                                     
GET: rps=99406.4 (overall: 97839.9) avg_msec=0.273 (overall: 0.289)
                                                                    
GET: rps=96452.0 (overall: 97834.4) avg_msec=0.289 (overall: 0.289)
                                                                    
GET: rps=97500.0 (overall: 97833.1) avg_msec=0.294 (overall: 0.289)
                                                                    
GET: rps=100633.5 (overall: 97844.1) avg_msec=0.274 (overall: 0.289)
                                                                     
GET: rps=95272.0 (overall: 97834.1) avg_msec=0.292 (overall: 0.289)
                                                                    
GET: rps=94456.0 (overall: 97821.0) avg_msec=0.314 (overall: 0.289)
                                                                    
GET: rps=95888.5 (overall: 97813.5) avg_msec=0.290 (overall: 0.289)
                                                                    
GET: rps=101800.0 (overall: 97828.8) avg_msec=0.271 (overall: 0.289)
                                                                     
GET: rps=97992.0 (overall: 97829.4) avg_msec=0.296 (overall: 0.289)
                                                                    
GET: rps=97852.6 (overall: 97829.5) avg_msec=0.301 (overall: 0.289)
                                                                    
GET: rps=96624.0 (overall: 97824.9) avg_msec=0.285 (overall: 0.289)
                                                                    
GET: rps=98856.6 (overall: 97828.9) avg_msec=0.278 (overall: 0.289)
                                                                    
GET: rps=98964.0 (overall: 97833.1) avg_msec=0.285 (overall: 0.289)
                                                                    
GET: rps=90988.0 (overall: 97807.4) avg_msec=0.311 (overall: 0.289)
                                                                    
GET: rps=98155.4 (overall: 97808.7) avg_msec=0.303 (overall: 0.289)
                                                                    
GET: rps=96628.0 (overall: 97804.3) avg_msec=0.292 (overall: 0.289)
                                                                    
GET: rps=100361.1 (overall: 97813.9) avg_msec=0.274 (overall: 0.289)
                                                                     
GET: rps=93108.0 (overall: 97796.5) avg_msec=0.299 (overall: 0.289)
                                                                    
GET: rps=99676.0 (overall: 97803.4) avg_msec=0.291 (overall: 0.289)
                                                                    
GET: rps=102350.6 (overall: 97820.2) avg_msec=0.271 (overall: 0.289)
                                                                     
GET: rps=103904.0 (overall: 97842.5) avg_msec=0.279 (overall: 0.289)
                                                                     
GET: rps=103364.0 (overall: 97862.6) avg_msec=0.276 (overall: 0.289)
                                                                     
GET: rps=99792.0 (overall: 97869.6) avg_msec=0.277 (overall: 0.289)
                                                                    
GET: rps=100693.2 (overall: 97879.9) avg_msec=0.275 (overall: 0.289)
                                                                     
GET: rps=101120.0 (overall: 97891.6) avg_msec=0.275 (overall: 0.289)
                                                                     
GET: rps=94136.0 (overall: 97878.1) avg_msec=0.294 (overall: 0.289)
                                                                    
GET: rps=97928.3 (overall: 97878.2) avg_msec=0.289 (overall: 0.289)
                                                                    
GET: rps=85952.0 (overall: 97835.7) avg_msec=0.320 (overall: 0.289)
                                                                    
GET: rps=97740.0 (overall: 97835.3) avg_msec=0.292 (overall: 0.289)
                                                                    
GET: rps=95107.6 (overall: 97825.6) avg_msec=0.286 (overall: 0.289)
                                                                    
GET: rps=98036.0 (overall: 97826.4) avg_msec=0.284 (overall: 0.289)
                                                                    
GET: rps=100272.0 (overall: 97835.0) avg_msec=0.284 (overall: 0.289)
                                                                     
GET: rps=96872.5 (overall: 97831.6) avg_msec=0.292 (overall: 0.289)
                                                                    
GET: rps=96240.0 (overall: 97826.0) avg_msec=0.284 (overall: 0.289)
                                                                    
GET: rps=101697.2 (overall: 97839.6) avg_msec=0.270 (overall: 0.289)
                                                                     
GET: rps=100628.0 (overall: 97849.2) avg_msec=0.273 (overall: 0.289)
                                                                     
GET: rps=95552.0 (overall: 97841.3) avg_msec=0.296 (overall: 0.289)
                                                                    
GET: rps=88187.3 (overall: 97807.9) avg_msec=0.323 (overall: 0.289)
                                                                    
GET: rps=98932.0 (overall: 97811.8) avg_msec=0.282 (overall: 0.289)
                                                                    
GET: rps=98212.0 (overall: 97813.1) avg_msec=0.290 (overall: 0.289)
                                                                    
GET: rps=93354.6 (overall: 97797.9) avg_msec=0.303 (overall: 0.289)
                                                                    
GET: rps=97196.0 (overall: 97795.8) avg_msec=0.299 (overall: 0.289)
                                                                    
GET: rps=99043.8 (overall: 97800.1) avg_msec=0.298 (overall: 0.289)
                                                                    
GET: rps=100040.0 (overall: 97807.6) avg_msec=0.286 (overall: 0.289)
                                                                     
GET: rps=99529.9 (overall: 97813.4) avg_msec=0.278 (overall: 0.289)
                                                                    
GET: rps=96484.0 (overall: 97809.0) avg_msec=0.285 (overall: 0.289)
                                                                    
GET: rps=101504.0 (overall: 97821.3) avg_msec=0.270 (overall: 0.289)
                                                                     
GET: rps=98203.2 (overall: 97822.6) avg_msec=0.281 (overall: 0.289)
                                                                    
GET: rps=102032.0 (overall: 97836.6) avg_msec=0.284 (overall: 0.289)
                                                                     
GET: rps=97876.0 (overall: 97836.7) avg_msec=0.277 (overall: 0.289)
                                                                    
GET: rps=97270.9 (overall: 97834.8) avg_msec=0.285 (overall: 0.289)
                                                                    
GET: rps=97296.0 (overall: 97833.1) avg_msec=0.286 (overall: 0.289)
                                                                    
GET: rps=98533.9 (overall: 97835.4) avg_msec=0.286 (overall: 0.289)
                                                                    
GET: rps=99560.0 (overall: 97841.0) avg_msec=0.277 (overall: 0.289)
                                                                    
GET: rps=97236.0 (overall: 97839.0) avg_msec=0.288 (overall: 0.289)
                                                                    
GET: rps=99255.0 (overall: 97843.6) avg_msec=0.272 (overall: 0.289)
                                                                    
GET: rps=97504.0 (overall: 97842.5) avg_msec=0.299 (overall: 0.289)
                                                                    
GET: rps=98378.5 (overall: 97844.3) avg_msec=0.285 (overall: 0.289)
                                                                    
GET: rps=99800.0 (overall: 97850.6) avg_msec=0.276 (overall: 0.289)
                                                                    
GET: rps=100720.0 (overall: 97859.8) avg_msec=0.278 (overall: 0.289)
                                                                     
GET: rps=96115.5 (overall: 97854.2) avg_msec=0.290 (overall: 0.289)
                                                                    
GET: rps=94744.0 (overall: 97844.3) avg_msec=0.292 (overall: 0.289)
                                                                    
GET: rps=96888.0 (overall: 97841.2) avg_msec=0.302 (overall: 0.289)
                                                                    
GET: rps=97537.9 (overall: 97840.3) avg_msec=0.285 (overall: 0.289)
                                                                    
GET: rps=99008.0 (overall: 97844.0) avg_msec=0.296 (overall: 0.289)
                                                                    
GET: rps=102553.8 (overall: 97858.8) avg_msec=0.270 (overall: 0.289)
                                                                     
GET: rps=99836.0 (overall: 97865.0) avg_msec=0.281 (overall: 0.289)
                                                                    
GET: rps=99584.0 (overall: 97870.4) avg_msec=0.283 (overall: 0.289)
                                                                    
GET: rps=85426.3 (overall: 97831.5) avg_msec=0.336 (overall: 0.289)
                                                                    
GET: rps=101608.0 (overall: 97843.2) avg_msec=0.281 (overall: 0.289)
                                                                     
GET: rps=100420.0 (overall: 97851.2) avg_msec=0.287 (overall: 0.289)
                                                                     
GET: rps=100342.6 (overall: 97858.9) avg_msec=0.280 (overall: 0.289)
                                                                     
GET: rps=98428.0 (overall: 97860.6) avg_msec=0.286 (overall: 0.289)
                                                                    
GET: rps=100676.0 (overall: 97869.3) avg_msec=0.296 (overall: 0.289)
                                                                     
GET: rps=93741.0 (overall: 97856.6) avg_msec=0.300 (overall: 0.289)
                                                                    
GET: rps=94880.0 (overall: 97847.5) avg_msec=0.297 (overall: 0.289)
                                                                    
GET: rps=90884.0 (overall: 97826.4) avg_msec=0.313 (overall: 0.289)
                                                                    
GET: rps=92565.7 (overall: 97810.4) avg_msec=0.298 (overall: 0.289)
                                                                    
GET: rps=95948.0 (overall: 97804.8) avg_msec=0.298 (overall: 0.289)
                                                                    
GET: rps=93788.0 (overall: 97792.7) avg_msec=0.297 (overall: 0.289)
                                                                    
GET: rps=90940.2 (overall: 97772.0) avg_msec=0.312 (overall: 0.289)
                                                                    
GET: rps=101904.0 (overall: 97784.4) avg_msec=0.281 (overall: 0.289)
                                                                     
GET: rps=100040.0 (overall: 97791.1) avg_msec=0.289 (overall: 0.289)
                                                                     
GET: rps=101693.2 (overall: 97802.8) avg_msec=0.281 (overall: 0.289)
                                                                     
GET: rps=97968.0 (overall: 97803.3) avg_msec=0.294 (overall: 0.289)
                                                                    
GET: rps=99932.0 (overall: 97809.6) avg_msec=0.290 (overall: 0.289)
                                                                    
GET: rps=89676.0 (overall: 97785.6) avg_msec=0.307 (overall: 0.289)
                                                                    
GET: rps=96171.3 (overall: 97780.8) avg_msec=0.285 (overall: 0.289)
                                                                    
GET: rps=97420.0 (overall: 97779.8) avg_msec=0.291 (overall: 0.289)
                                                                    
GET: rps=97212.0 (overall: 97778.1) avg_msec=0.288 (overall: 0.289)
                                                                    
GET: rps=96027.9 (overall: 97773.0) avg_msec=0.293 (overall: 0.289)
                                                                    
GET: rps=98772.0 (overall: 97775.9) avg_msec=0.300 (overall: 0.289)
                                                                    
GET: rps=95278.9 (overall: 97768.6) avg_msec=0.298 (overall: 0.289)
                                                                    
GET: rps=95564.0 (overall: 97762.2) avg_msec=0.292 (overall: 0.289)
                                                                    
GET: rps=95464.0 (overall: 97755.6) avg_msec=0.287 (overall: 0.289)
                                                                    
GET: rps=100270.9 (overall: 97762.9) avg_msec=0.285 (overall: 0.289)
                                                                     
GET: rps=96624.0 (overall: 97759.6) avg_msec=0.298 (overall: 0.289)
                                                                    
GET: rps=96398.4 (overall: 97755.7) avg_msec=0.299 (overall: 0.289)
                                                                    
GET: rps=96716.0 (overall: 97752.8) avg_msec=0.290 (overall: 0.289)
                                                                    
GET: rps=95127.5 (overall: 97745.3) avg_msec=0.290 (overall: 0.289)
                                                                    
GET: rps=95408.0 (overall: 97738.7) avg_msec=0.290 (overall: 0.289)
                                                                    
GET: rps=99553.8 (overall: 97743.8) avg_msec=0.281 (overall: 0.289)
                                                                    
GET: rps=97696.0 (overall: 97743.7) avg_msec=0.301 (overall: 0.289)
                                                                    
GET: rps=92100.0 (overall: 97727.8) avg_msec=0.318 (overall: 0.289)
                                                                    
GET: rps=94792.8 (overall: 97719.6) avg_msec=0.318 (overall: 0.289)
                                                                    
GET: rps=95172.0 (overall: 97712.5) avg_msec=0.288 (overall: 0.289)
                                                                    
GET: rps=93060.0 (overall: 97699.5) avg_msec=0.318 (overall: 0.289)
                                                                    
GET: rps=93992.0 (overall: 97689.2) avg_msec=0.308 (overall: 0.290)
                                                                    
GET: rps=95020.0 (overall: 97681.8) avg_msec=0.297 (overall: 0.290)
                                                                    
GET: rps=100264.0 (overall: 97688.9) avg_msec=0.279 (overall: 0.289)
                                                                     
GET: rps=95127.5 (overall: 97681.9) avg_msec=0.293 (overall: 0.290)
                                                                    
GET: rps=98684.0 (overall: 97684.6) avg_msec=0.287 (overall: 0.290)
                                                                    
GET: rps=94172.0 (overall: 97675.0) avg_msec=0.302 (overall: 0.290)
                                                                    
GET: rps=100394.4 (overall: 97682.4) avg_msec=0.287 (overall: 0.290)
                                                                     
GET: rps=95188.0 (overall: 97675.7) avg_msec=0.295 (overall: 0.290)
                                                                    
GET: rps=98438.2 (overall: 97677.7) avg_msec=0.293 (overall: 0.290)
                                                                    
GET: rps=97768.0 (overall: 97678.0) avg_msec=0.274 (overall: 0.290)
                                                                    
GET: rps=100012.0 (overall: 97684.3) avg_msec=0.281 (overall: 0.289)
                                                                     
GET: rps=96896.4 (overall: 97682.2) avg_msec=0.299 (overall: 0.290)
                                                                    
GET: rps=98524.0 (overall: 97684.4) avg_msec=0.286 (overall: 0.290)
                                                                    
GET: rps=99640.0 (overall: 97689.7) avg_msec=0.305 (overall: 0.290)
                                                                    
GET: rps=97380.0 (overall: 97688.8) avg_msec=0.285 (overall: 0.290)
                                                                    
GET: rps=94721.1 (overall: 97680.9) avg_msec=0.310 (overall: 0.290)
                                                                    
GET: rps=97372.0 (overall: 97680.1) avg_msec=0.294 (overall: 0.290)
                                                                    
GET: rps=97408.0 (overall: 97679.3) avg_msec=0.299 (overall: 0.290)
                                                                    
GET: rps=93458.2 (overall: 97668.1) avg_msec=0.294 (overall: 0.290)
                                                                    
GET: rps=92988.0 (overall: 97655.8) avg_msec=0.302 (overall: 0.290)
                                                                    
GET: rps=91039.8 (overall: 97638.3) avg_msec=0.313 (overall: 0.290)
                                                                    
GET: rps=97608.0 (overall: 97638.2) avg_msec=0.301 (overall: 0.290)
                                                                    
GET: rps=93756.0 (overall: 97628.1) avg_msec=0.297 (overall: 0.290)
                                                                    
GET: rps=91223.1 (overall: 97611.3) avg_msec=0.303 (overall: 0.290)
                                                                    
GET: rps=94860.0 (overall: 97604.2) avg_msec=0.290 (overall: 0.290)
                                                                    
GET: rps=94132.0 (overall: 97595.1) avg_msec=0.321 (overall: 0.290)
                                                                    
GET: rps=102104.0 (overall: 97606.8) avg_msec=0.279 (overall: 0.290)
                                                                     
GET: rps=100079.7 (overall: 97613.2) avg_msec=0.277 (overall: 0.290)
                                                                     
GET: rps=95852.0 (overall: 97608.7) avg_msec=0.278 (overall: 0.290)
                                                                    
GET: rps=103188.0 (overall: 97623.0) avg_msec=0.273 (overall: 0.290)
                                                                     
GET: rps=96521.9 (overall: 97620.2) avg_msec=0.300 (overall: 0.290)
                                                                    
GET: rps=102732.0 (overall: 97633.3) avg_msec=0.274 (overall: 0.290)
                                                                     
GET: rps=100396.0 (overall: 97640.3) avg_msec=0.276 (overall: 0.290)
                                                                     
GET: rps=101000.0 (overall: 97648.9) avg_msec=0.271 (overall: 0.290)
                                                                     
GET: rps=96788.0 (overall: 97646.7) avg_msec=0.295 (overall: 0.290)
                                                                    
GET: rps=101008.0 (overall: 97655.2) avg_msec=0.282 (overall: 0.290)
                                                                     
GET: rps=102612.0 (overall: 97667.7) avg_msec=0.274 (overall: 0.290)
                                                                     
GET: rps=92332.0 (overall: 97654.3) avg_msec=0.299 (overall: 0.290)
                                                                    
GET: rps=86243.0 (overall: 97625.5) avg_msec=0.330 (overall: 0.290)
                                                                    
GET: rps=99064.0 (overall: 97629.1) avg_msec=0.286 (overall: 0.290)
                                                                    
GET: rps=99350.6 (overall: 97633.5) avg_msec=0.286 (overall: 0.290)
                                                                    
GET: rps=93984.1 (overall: 97624.3) avg_msec=0.296 (overall: 0.290)
                                                                    
GET: rps=97720.0 (overall: 97624.6) avg_msec=0.283 (overall: 0.290)
                                                                    
GET: rps=98332.0 (overall: 97626.3) avg_msec=0.286 (overall: 0.290)
                                                                    
GET: rps=100079.7 (overall: 97632.4) avg_msec=0.281 (overall: 0.290)
                                                                     
GET: rps=99244.0 (overall: 97636.4) avg_msec=0.279 (overall: 0.290)
                                                                    
GET: rps=98884.0 (overall: 97639.5) avg_msec=0.280 (overall: 0.290)
                                                                    
GET: rps=102052.0 (overall: 97650.3) avg_msec=0.296 (overall: 0.290)
                                                                     
GET: rps=97692.0 (overall: 97650.4) avg_msec=0.308 (overall: 0.290)
                                                                    
GET: rps=81155.4 (overall: 97609.9) avg_msec=0.357 (overall: 0.290)
                                                                    
====== GET ======
  10000000 requests completed in 102.45 seconds
  50 parallel clients
  3 bytes payload
  keep alive: 1
  host configuration "save": 3600 1 300 100 60 10000
  host configuration "appendonly": no
  multi-thread: no

Latency by percentile distribution:
0.000% <= 0.079 milliseconds (cumulative count 1)
50.000% <= 0.263 milliseconds (cumulative count 5123987)
75.000% <= 0.327 milliseconds (cumulative count 7605747)
87.500% <= 0.391 milliseconds (cumulative count 8858714)
93.750% <= 0.447 milliseconds (cumulative count 9400194)
96.875% <= 0.487 milliseconds (cumulative count 9693330)
98.438% <= 0.535 milliseconds (cumulative count 9853206)
99.219% <= 0.583 milliseconds (cumulative count 9930325)
99.609% <= 0.631 milliseconds (cumulative count 9963268)
99.805% <= 0.695 milliseconds (cumulative count 9981614)
99.902% <= 0.775 milliseconds (cumulative count 9990380)
99.951% <= 0.863 milliseconds (cumulative count 9995215)
99.976% <= 0.919 milliseconds (cumulative count 9997788)
99.988% <= 0.983 milliseconds (cumulative count 9998832)
99.994% <= 1.087 milliseconds (cumulative count 9999411)
99.997% <= 1.287 milliseconds (cumulative count 9999696)
99.998% <= 1.711 milliseconds (cumulative count 9999849)
99.999% <= 2.015 milliseconds (cumulative count 9999924)
100.000% <= 2.207 milliseconds (cumulative count 9999962)
100.000% <= 2.423 milliseconds (cumulative count 9999982)
100.000% <= 2.511 milliseconds (cumulative count 9999991)
100.000% <= 2.591 milliseconds (cumulative count 9999997)
100.000% <= 2.623 milliseconds (cumulative count 9999998)
100.000% <= 2.639 milliseconds (cumulative count 9999999)
100.000% <= 2.911 milliseconds (cumulative count 10000000)
100.000% <= 2.911 milliseconds (cumulative count 10000000)

Cumulative distribution of latencies:
0.000% <= 0.103 milliseconds (cumulative count 32)
3.807% <= 0.207 milliseconds (cumulative count 380741)
68.570% <= 0.303 milliseconds (cumulative count 6857021)
90.574% <= 0.407 milliseconds (cumulative count 9057435)
97.649% <= 0.503 milliseconds (cumulative count 9764867)
99.505% <= 0.607 milliseconds (cumulative count 9950549)
99.829% <= 0.703 milliseconds (cumulative count 9982929)
99.923% <= 0.807 milliseconds (cumulative count 9992322)
99.972% <= 0.903 milliseconds (cumulative count 9997221)
99.990% <= 1.007 milliseconds (cumulative count 9999040)
99.995% <= 1.103 milliseconds (cumulative count 9999464)
99.996% <= 1.207 milliseconds (cumulative count 9999647)
99.997% <= 1.303 milliseconds (cumulative count 9999702)
99.998% <= 1.407 milliseconds (cumulative count 9999759)
99.998% <= 1.503 milliseconds (cumulative count 9999807)
99.998% <= 1.607 milliseconds (cumulative count 9999830)
99.998% <= 1.703 milliseconds (cumulative count 9999847)
99.999% <= 1.807 milliseconds (cumulative count 9999868)
99.999% <= 1.903 milliseconds (cumulative count 9999892)
99.999% <= 2.007 milliseconds (cumulative count 9999922)
99.999% <= 2.103 milliseconds (cumulative count 9999944)
100.000% <= 3.103 milliseconds (cumulative count 10000000)

Summary:
  throughput summary: 97607.64 requests per second
  latency summary (msec):
          avg       min       p50       p95       p99       max
        0.290     0.072     0.263     0.463     0.567     2.911

