 
SET: rps=0.0 (overall: -nan) avg_msec=-nan (overall: -nan)
SET: rps=97912.0 (overall: 100849.2) avg_msec=0.287 (overall: 0.285)
                                                                     
SET: rps=99888.0 (overall: 100846.0) avg_msec=0.282 (overall: 0.285)
                                                                     
SET: rps=95450.2 (overall: 100827.7) avg_msec=0.292 (overall: 0.285)
                                                                     
SET: rps=94728.0 (overall: 100807.2) avg_msec=0.305 (overall: 0.285)
                                                                     
SET: rps=85366.5 (overall: 100755.3) avg_msec=0.326 (overall: 0.285)
                                                                     
SET: rps=99376.0 (overall: 100750.7) avg_msec=0.291 (overall: 0.285)
                                                                     
SET: rps=93328.0 (overall: 100725.9) avg_msec=0.296 (overall: 0.285)
                                                                     
SET: rps=97264.0 (overall: 100714.5) avg_msec=0.302 (overall: 0.285)
                                                                     
SET: rps=100832.7 (overall: 100714.8) avg_msec=0.280 (overall: 0.285)
                                                                      
SET: rps=97684.0 (overall: 100704.9) avg_msec=0.286 (overall: 0.285)
                                                                     
SET: rps=97628.0 (overall: 100694.8) avg_msec=0.290 (overall: 0.285)
                                                                     
SET: rps=99661.4 (overall: 100691.4) avg_msec=0.295 (overall: 0.285)
                                                                     
SET: rps=100452.0 (overall: 100690.6) avg_msec=0.286 (overall: 0.285)
                                                                      
SET: rps=98108.0 (overall: 100682.2) avg_msec=0.283 (overall: 0.285)
                                                                     
SET: rps=101593.6 (overall: 100685.1) avg_msec=0.297 (overall: 0.285)
                                                                      
SET: rps=97408.0 (overall: 100674.5) avg_msec=0.298 (overall: 0.285)
                                                                     
SET: rps=96100.0 (overall: 100659.8) avg_msec=0.290 (overall: 0.285)
                                                                     
SET: rps=101486.1 (overall: 100662.5) avg_msec=0.285 (overall: 0.285)
                                                                      
SET: rps=92456.0 (overall: 100636.2) avg_msec=0.309 (overall: 0.285)
                                                                     
SET: rps=95131.5 (overall: 100618.6) avg_msec=0.293 (overall: 0.285)
                                                                     
SET: rps=96352.0 (overall: 100605.0) avg_msec=0.301 (overall: 0.285)
                                                                     
SET: rps=100620.0 (overall: 100605.1) avg_msec=0.303 (overall: 0.286)
                                                                      
SET: rps=98532.0 (overall: 100598.5) avg_msec=0.278 (overall: 0.286)
                                                                     
SET: rps=100685.3 (overall: 100598.8) avg_msec=0.290 (overall: 0.286)
                                                                      
SET: rps=96068.0 (overall: 100584.5) avg_msec=0.317 (overall: 0.286)
                                                                     
SET: rps=100964.0 (overall: 100585.7) avg_msec=0.276 (overall: 0.286)
                                                                      
SET: rps=99506.0 (overall: 100582.4) avg_msec=0.285 (overall: 0.286)
                                                                     
SET: rps=98400.0 (overall: 100575.6) avg_msec=0.293 (overall: 0.286)
                                                                     
SET: rps=100116.0 (overall: 100574.1) avg_msec=0.296 (overall: 0.286)
                                                                      
SET: rps=97219.1 (overall: 100563.7) avg_msec=0.292 (overall: 0.286)
                                                                     
SET: rps=94272.0 (overall: 100544.3) avg_msec=0.293 (overall: 0.286)
                                                                     
SET: rps=97816.7 (overall: 100535.9) avg_msec=0.280 (overall: 0.286)
                                                                     
SET: rps=94824.0 (overall: 100518.4) avg_msec=0.296 (overall: 0.286)
                                                                     
SET: rps=94776.0 (overall: 100500.9) avg_msec=0.298 (overall: 0.286)
                                                                     
SET: rps=93892.4 (overall: 100480.7) avg_msec=0.293 (overall: 0.286)
                                                                     
SET: rps=100472.0 (overall: 100480.7) avg_msec=0.308 (overall: 0.286)
                                                                      
SET: rps=96352.0 (overall: 100468.2) avg_msec=0.314 (overall: 0.286)
                                                                     
SET: rps=93920.3 (overall: 100448.3) avg_msec=0.307 (overall: 0.286)
                                                                     
SET: rps=91236.0 (overall: 100420.6) avg_msec=0.306 (overall: 0.286)
                                                                     
SET: rps=99980.1 (overall: 100419.3) avg_msec=0.294 (overall: 0.286)
                                                                     
SET: rps=96284.0 (overall: 100406.9) avg_msec=0.283 (overall: 0.286)
                                                                     
SET: rps=94560.0 (overall: 100389.5) avg_msec=0.303 (overall: 0.286)
                                                                     
SET: rps=87621.5 (overall: 100351.4) avg_msec=0.311 (overall: 0.286)
                                                                     
SET: rps=97500.0 (overall: 100343.0) avg_msec=0.286 (overall: 0.286)
                                                                     
SET: rps=90294.8 (overall: 100313.2) avg_msec=0.313 (overall: 0.286)
                                                                     
SET: rps=94092.0 (overall: 100294.8) avg_msec=0.306 (overall: 0.286)
                                                                     
SET: rps=99111.6 (overall: 100291.3) avg_msec=0.280 (overall: 0.286)
                                                                     
SET: rps=97368.0 (overall: 100282.8) avg_msec=0.298 (overall: 0.286)
                                                                     
SET: rps=91059.8 (overall: 100255.7) avg_msec=0.315 (overall: 0.286)
                                                                     
SET: rps=99208.0 (overall: 100252.7) avg_msec=0.286 (overall: 0.286)
                                                                     
SET: rps=93244.0 (overall: 100232.3) avg_msec=0.295 (overall: 0.286)
                                                                     
SET: rps=97083.7 (overall: 100223.2) avg_msec=0.287 (overall: 0.286)
                                                                     
SET: rps=98244.0 (overall: 100217.5) avg_msec=0.290 (overall: 0.286)
                                                                     
SET: rps=97584.0 (overall: 100209.9) avg_msec=0.286 (overall: 0.286)
                                                                     
SET: rps=92344.0 (overall: 100187.3) avg_msec=0.318 (overall: 0.286)
                                                                     
SET: rps=81454.2 (overall: 100133.5) avg_msec=0.347 (overall: 0.287)
                                                                     
SET: rps=98232.0 (overall: 100128.1) avg_msec=0.291 (overall: 0.287)
                                                                     
SET: rps=93256.0 (overall: 100108.5) avg_msec=0.315 (overall: 0.287)
                                                                     
SET: rps=91633.5 (overall: 100084.4) avg_msec=0.306 (overall: 0.287)
                                                                     
SET: rps=96620.0 (overall: 100074.6) avg_msec=0.310 (overall: 0.287)
                                                                     
SET: rps=100203.2 (overall: 100075.0) avg_msec=0.297 (overall: 0.287)
                                                                      
SET: rps=101800.0 (overall: 100079.8) avg_msec=0.286 (overall: 0.287)
                                                                      
SET: rps=98472.0 (overall: 100075.3) avg_msec=0.285 (overall: 0.287)
                                                                     
SET: rps=96741.0 (overall: 100065.9) avg_msec=0.296 (overall: 0.287)
                                                                     
SET: rps=95092.0 (overall: 100052.1) avg_msec=0.300 (overall: 0.287)
                                                                     
SET: rps=96872.0 (overall: 100043.2) avg_msec=0.302 (overall: 0.287)
                                                                     
SET: rps=88504.0 (overall: 100011.2) avg_msec=0.324 (overall: 0.287)
                                                                     
SET: rps=95163.4 (overall: 99997.7) avg_msec=0.292 (overall: 0.287)
                                                                    
SET: rps=100940.0 (overall: 100000.3) avg_msec=0.286 (overall: 0.287)
                                                                      
SET: rps=96709.2 (overall: 99991.2) avg_msec=0.302 (overall: 0.287)
                                                                    
SET: rps=96372.0 (overall: 99981.3) avg_msec=0.302 (overall: 0.287)
                                                                    
SET: rps=90156.0 (overall: 99954.4) avg_msec=0.323 (overall: 0.287)
                                                                    
SET: rps=93721.1 (overall: 99937.4) avg_msec=0.305 (overall: 0.287)
                                                                    
SET: rps=96376.0 (overall: 99927.7) avg_msec=0.300 (overall: 0.287)
                                                                    
SET: rps=99916.3 (overall: 99927.6) avg_msec=0.297 (overall: 0.287)
                                                                    
SET: rps=90852.0 (overall: 99903.1) avg_msec=0.328 (overall: 0.287)
                                                                    
SET: rps=100036.0 (overall: 99903.4) avg_msec=0.299 (overall: 0.287)
                                                                     
SET: rps=97693.2 (overall: 99897.5) avg_msec=0.294 (overall: 0.287)
                                                                    
SET: rps=98716.0 (overall: 99894.3) avg_msec=0.284 (overall: 0.287)
                                                                    
SET: rps=96868.0 (overall: 99886.2) avg_msec=0.301 (overall: 0.287)
                                                                    
SET: rps=97454.2 (overall: 99879.7) avg_msec=0.320 (overall: 0.288)
                                                                    
SET: rps=100600.0 (overall: 99881.6) avg_msec=0.282 (overall: 0.288)
                                                                     
SET: rps=96737.1 (overall: 99873.2) avg_msec=0.296 (overall: 0.288)
                                                                    
SET: rps=96128.0 (overall: 99863.3) avg_msec=0.297 (overall: 0.288)
                                                                    
SET: rps=94577.7 (overall: 99849.3) avg_msec=0.303 (overall: 0.288)
                                                                    
SET: rps=93656.0 (overall: 99832.9) avg_msec=0.301 (overall: 0.288)
                                                                    
SET: rps=94988.0 (overall: 99820.2) avg_msec=0.293 (overall: 0.288)
                                                                    
SET: rps=94872.0 (overall: 99807.2) avg_msec=0.301 (overall: 0.288)
                                                                    
SET: rps=98231.1 (overall: 99803.1) avg_msec=0.286 (overall: 0.288)
                                                                    
SET: rps=94056.0 (overall: 99788.1) avg_msec=0.306 (overall: 0.288)
                                                                    
SET: rps=90741.0 (overall: 99764.5) avg_msec=0.322 (overall: 0.288)
                                                                    
SET: rps=92444.0 (overall: 99745.5) avg_msec=0.323 (overall: 0.288)
                                                                    
SET: rps=87330.7 (overall: 99713.3) avg_msec=0.323 (overall: 0.288)
                                                                    
SET: rps=100664.0 (overall: 99715.7) avg_msec=0.297 (overall: 0.288)
                                                                     
SET: rps=98916.0 (overall: 99713.7) avg_msec=0.277 (overall: 0.288)
                                                                    
SET: rps=91192.0 (overall: 99691.8) avg_msec=0.322 (overall: 0.288)
                                                                    
SET: rps=91051.8 (overall: 99669.6) avg_msec=0.310 (overall: 0.288)
                                                                    
SET: rps=97328.0 (overall: 99663.6) avg_msec=0.291 (overall: 0.288)
                                                                    
SET: rps=96720.0 (overall: 99656.1) avg_msec=0.283 (overall: 0.288)
                                                                    
SET: rps=94470.1 (overall: 99642.9) avg_msec=0.299 (overall: 0.288)
                                                                    
SET: rps=95060.0 (overall: 99631.3) avg_msec=0.310 (overall: 0.288)
                                                                    
SET: rps=99240.0 (overall: 99630.3) avg_msec=0.281 (overall: 0.288)
                                                                    
SET: rps=95693.2 (overall: 99620.3) avg_msec=0.308 (overall: 0.288)
                                                                    
SET: rps=94988.0 (overall: 99608.6) avg_msec=0.298 (overall: 0.288)
                                                                    
SET: rps=94872.0 (overall: 99596.8) avg_msec=0.301 (overall: 0.288)
                                                                    
SET: rps=94553.8 (overall: 99584.1) avg_msec=0.296 (overall: 0.288)
                                                                    
SET: rps=95736.0 (overall: 99574.5) avg_msec=0.299 (overall: 0.288)
                                                                    
SET: rps=93701.2 (overall: 99559.8) avg_msec=0.301 (overall: 0.288)
                                                                    
====== SET ======
  10000000 requests completed in 100.45 seconds
  50 parallel clients
  3 bytes payload
  keep alive: 1
  host configuration "save": 3600 1 300 100 60 10000
  host configuration "appendonly": no
  multi-thread: no

Latency by percentile distribution:
0.000% <= 0.087 milliseconds (cumulative count 4)
50.000% <= 0.255 milliseconds (cumulative count 5094231)
75.000% <= 0.327 milliseconds (cumulative count 7540614)
87.500% <= 0.391 milliseconds (cumulative count 8773248)
93.750% <= 0.455 milliseconds (cumulative count 9380521)
96.875% <= 0.495 milliseconds (cumulative count 9687868)
98.438% <= 0.551 milliseconds (cumulative count 9858858)
99.219% <= 0.599 milliseconds (cumulative count 9928656)
99.609% <= 0.655 milliseconds (cumulative count 9963266)
99.805% <= 0.727 milliseconds (cumulative count 9980710)
99.902% <= 0.831 milliseconds (cumulative count 9990513)
99.951% <= 0.911 milliseconds (cumulative count 9995372)
99.976% <= 0.983 milliseconds (cumulative count 9997591)
99.988% <= 1.103 milliseconds (cumulative count 9998795)
99.994% <= 1.287 milliseconds (cumulative count 9999390)
99.997% <= 1.519 milliseconds (cumulative count 9999700)
99.998% <= 1.815 milliseconds (cumulative count 9999848)
99.999% <= 2.143 milliseconds (cumulative count 9999924)
100.000% <= 2.407 milliseconds (cumulative count 9999962)
100.000% <= 2.871 milliseconds (cumulative count 9999981)
100.000% <= 3.239 milliseconds (cumulative count 9999991)
100.000% <= 3.439 milliseconds (cumulative count 9999996)
100.000% <= 3.583 milliseconds (cumulative count 9999998)
100.000% <= 3.623 milliseconds (cumulative count 9999999)
100.000% <= 3.695 milliseconds (cumulative count 10000000)
100.000% <= 3.695 milliseconds (cumulative count 10000000)

Cumulative distribution of latencies:
0.000% <= 0.103 milliseconds (cumulative count 25)
4.718% <= 0.207 milliseconds (cumulative count 471752)
68.721% <= 0.303 milliseconds (cumulative count 6872087)
89.677% <= 0.407 milliseconds (cumulative count 8967670)
97.249% <= 0.503 milliseconds (cumulative count 9724905)
99.358% <= 0.607 milliseconds (cumulative count 9935769)
99.766% <= 0.703 milliseconds (cumulative count 9976592)
99.890% <= 0.807 milliseconds (cumulative count 9988966)
99.949% <= 0.903 milliseconds (cumulative count 9994923)
99.980% <= 1.007 milliseconds (cumulative count 9997992)
99.988% <= 1.103 milliseconds (cumulative count 9998795)
99.992% <= 1.207 milliseconds (cumulative count 9999246)
99.994% <= 1.303 milliseconds (cumulative count 9999416)
99.996% <= 1.407 milliseconds (cumulative count 9999592)
99.997% <= 1.503 milliseconds (cumulative count 9999686)
99.998% <= 1.607 milliseconds (cumulative count 9999766)
99.998% <= 1.703 milliseconds (cumulative count 9999816)
99.998% <= 1.807 milliseconds (cumulative count 9999844)
99.999% <= 1.903 milliseconds (cumulative count 9999870)
99.999% <= 2.007 milliseconds (cumulative count 9999897)
99.999% <= 2.103 milliseconds (cumulative count 9999914)
100.000% <= 3.103 milliseconds (cumulative count 9999987)
100.000% <= 4.103 milliseconds (cumulative count 10000000)

Summary:
  throughput summary: 99554.00 requests per second
  latency summary (msec):
          avg       min       p50       p95       p99       max
        0.288     0.080     0.255     0.471     0.583     3.695
 
GET: rps=75808.0 (overall: 99747.4) avg_msec=0.276 (overall: 0.276)
                                                                    
GET: rps=99484.0 (overall: 99597.7) avg_msec=0.281 (overall: 0.279)
                                                                    
GET: rps=89426.3 (overall: 95903.0) avg_msec=0.315 (overall: 0.291)
                                                                    
GET: rps=78600.0 (overall: 91306.1) avg_msec=0.358 (overall: 0.307)
                                                                    
GET: rps=94732.0 (overall: 92025.2) avg_msec=0.299 (overall: 0.305)
                                                                    
GET: rps=101525.9 (overall: 93678.9) avg_msec=0.288 (overall: 0.302)
                                                                     
GET: rps=98884.0 (overall: 94448.0) avg_msec=0.302 (overall: 0.302)
                                                                    
GET: rps=106155.4 (overall: 95960.4) avg_msec=0.259 (overall: 0.296)
                                                                     
GET: rps=100316.0 (overall: 96456.9) avg_msec=0.282 (overall: 0.294)
                                                                     
GET: rps=90724.0 (overall: 95870.2) avg_msec=0.328 (overall: 0.297)
                                                                    
GET: rps=91541.8 (overall: 95467.0) avg_msec=0.318 (overall: 0.299)
                                                                    
GET: rps=99620.0 (overall: 95819.6) avg_msec=0.285 (overall: 0.298)
                                                                    
GET: rps=106832.0 (overall: 96681.6) avg_msec=0.270 (overall: 0.296)
                                                                     
GET: rps=87314.7 (overall: 95999.1) avg_msec=0.315 (overall: 0.297)
                                                                    
GET: rps=106404.0 (overall: 96703.1) avg_msec=0.253 (overall: 0.294)
                                                                     
GET: rps=100462.2 (overall: 96942.2) avg_msec=0.275 (overall: 0.292)
                                                                     
GET: rps=89608.0 (overall: 96505.2) avg_msec=0.312 (overall: 0.293)
                                                                    
GET: rps=94725.1 (overall: 96404.8) avg_msec=0.293 (overall: 0.293)
                                                                    
GET: rps=97660.0 (overall: 96471.6) avg_msec=0.294 (overall: 0.293)
                                                                    
GET: rps=96504.0 (overall: 96473.2) avg_msec=0.281 (overall: 0.293)
                                                                    
GET: rps=93043.8 (overall: 96307.6) avg_msec=0.311 (overall: 0.294)
                                                                    
GET: rps=91208.0 (overall: 96073.6) avg_msec=0.314 (overall: 0.295)
                                                                    
GET: rps=93796.0 (overall: 95973.7) avg_msec=0.305 (overall: 0.295)
                                                                    
GET: rps=90932.3 (overall: 95761.0) avg_msec=0.312 (overall: 0.296)
                                                                    
GET: rps=97328.0 (overall: 95824.2) avg_msec=0.287 (overall: 0.295)
                                                                    
GET: rps=95091.6 (overall: 95795.7) avg_msec=0.300 (overall: 0.295)
                                                                    
GET: rps=94940.0 (overall: 95763.7) avg_msec=0.293 (overall: 0.295)
                                                                    
GET: rps=95380.0 (overall: 95749.9) avg_msec=0.286 (overall: 0.295)
                                                                    
GET: rps=96191.2 (overall: 95765.3) avg_msec=0.289 (overall: 0.295)
                                                                    
GET: rps=96808.0 (overall: 95800.3) avg_msec=0.297 (overall: 0.295)
                                                                    
GET: rps=99432.0 (overall: 95918.2) avg_msec=0.288 (overall: 0.295)
                                                                    
GET: rps=96159.4 (overall: 95925.8) avg_msec=0.280 (overall: 0.294)
                                                                    
GET: rps=102020.0 (overall: 96111.6) avg_msec=0.283 (overall: 0.294)
                                                                     
GET: rps=100568.0 (overall: 96243.4) avg_msec=0.288 (overall: 0.294)
                                                                     
GET: rps=90529.9 (overall: 96078.6) avg_msec=0.310 (overall: 0.294)
                                                                    
GET: rps=93540.0 (overall: 96007.7) avg_msec=0.298 (overall: 0.294)
                                                                    
GET: rps=97464.0 (overall: 96047.3) avg_msec=0.295 (overall: 0.294)
                                                                    
GET: rps=95179.3 (overall: 96024.2) avg_msec=0.297 (overall: 0.294)
                                                                    
GET: rps=96604.0 (overall: 96039.2) avg_msec=0.279 (overall: 0.294)
                                                                    
GET: rps=94928.3 (overall: 96011.1) avg_msec=0.301 (overall: 0.294)
                                                                    
GET: rps=97384.0 (overall: 96044.8) avg_msec=0.291 (overall: 0.294)
                                                                    
GET: rps=99980.0 (overall: 96138.9) avg_msec=0.276 (overall: 0.294)
                                                                    
GET: rps=99298.8 (overall: 96213.0) avg_msec=0.282 (overall: 0.293)
                                                                    
GET: rps=101668.0 (overall: 96337.4) avg_msec=0.275 (overall: 0.293)
                                                                     
GET: rps=94904.0 (overall: 96305.5) avg_msec=0.284 (overall: 0.293)
                                                                    
GET: rps=94187.3 (overall: 96259.1) avg_msec=0.284 (overall: 0.292)
                                                                    
GET: rps=100260.0 (overall: 96344.5) avg_msec=0.278 (overall: 0.292)
                                                                     
GET: rps=97820.7 (overall: 96375.5) avg_msec=0.299 (overall: 0.292)
                                                                    
GET: rps=98540.0 (overall: 96419.8) avg_msec=0.297 (overall: 0.292)
                                                                    
GET: rps=101024.0 (overall: 96512.2) avg_msec=0.278 (overall: 0.292)
                                                                     
GET: rps=101163.4 (overall: 96604.1) avg_msec=0.281 (overall: 0.292)
                                                                     
GET: rps=92488.0 (overall: 96524.7) avg_msec=0.311 (overall: 0.292)
                                                                    
GET: rps=84276.0 (overall: 96292.8) avg_msec=0.332 (overall: 0.293)
                                                                    
GET: rps=90147.4 (overall: 96178.2) avg_msec=0.301 (overall: 0.293)
                                                                    
GET: rps=96420.0 (overall: 96182.6) avg_msec=0.287 (overall: 0.293)
                                                                    
GET: rps=93572.0 (overall: 96135.9) avg_msec=0.327 (overall: 0.294)
                                                                    
GET: rps=82780.9 (overall: 95900.0) avg_msec=0.337 (overall: 0.294)
                                                                    
GET: rps=92540.0 (overall: 95841.9) avg_msec=0.315 (overall: 0.295)
                                                                    
GET: rps=89908.0 (overall: 95741.1) avg_msec=0.309 (overall: 0.295)
                                                                    
GET: rps=93729.1 (overall: 95707.3) avg_msec=0.304 (overall: 0.295)
                                                                    
GET: rps=99788.0 (overall: 95774.4) avg_msec=0.282 (overall: 0.295)
                                                                    
GET: rps=95780.9 (overall: 95774.5) avg_msec=0.300 (overall: 0.295)
                                                                    
GET: rps=97536.0 (overall: 95802.5) avg_msec=0.299 (overall: 0.295)
                                                                    
GET: rps=97868.0 (overall: 95834.9) avg_msec=0.297 (overall: 0.295)
                                                                    
GET: rps=97263.0 (overall: 95857.0) avg_msec=0.284 (overall: 0.295)
                                                                    
GET: rps=100544.0 (overall: 95928.1) avg_msec=0.288 (overall: 0.295)
                                                                     
GET: rps=95808.0 (overall: 95926.3) avg_msec=0.288 (overall: 0.294)
                                                                    
GET: rps=96768.9 (overall: 95938.8) avg_msec=0.298 (overall: 0.294)
                                                                    
GET: rps=97840.0 (overall: 95966.4) avg_msec=0.299 (overall: 0.295)
                                                                    
GET: rps=101372.0 (overall: 96043.8) avg_msec=0.272 (overall: 0.294)
                                                                     
GET: rps=95557.8 (overall: 96036.9) avg_msec=0.293 (overall: 0.294)
                                                                    
GET: rps=98488.0 (overall: 96071.0) avg_msec=0.298 (overall: 0.294)
                                                                    
GET: rps=99247.0 (overall: 96114.8) avg_msec=0.293 (overall: 0.294)
                                                                    
GET: rps=100196.0 (overall: 96170.0) avg_msec=0.287 (overall: 0.294)
                                                                     
GET: rps=97872.5 (overall: 96192.9) avg_msec=0.281 (overall: 0.294)
                                                                    
GET: rps=100024.0 (overall: 96243.4) avg_msec=0.299 (overall: 0.294)
                                                                     
GET: rps=97660.0 (overall: 96261.8) avg_msec=0.288 (overall: 0.294)
                                                                    
GET: rps=102676.0 (overall: 96344.2) avg_msec=0.273 (overall: 0.294)
                                                                     
GET: rps=98705.2 (overall: 96374.2) avg_msec=0.300 (overall: 0.294)
                                                                    
GET: rps=98812.0 (overall: 96404.7) avg_msec=0.283 (overall: 0.294)
                                                                    
GET: rps=99880.0 (overall: 96447.7) avg_msec=0.283 (overall: 0.293)
                                                                    
GET: rps=99681.3 (overall: 96487.4) avg_msec=0.288 (overall: 0.293)
                                                                    
GET: rps=95092.0 (overall: 96470.5) avg_msec=0.295 (overall: 0.293)
                                                                    
GET: rps=100388.0 (overall: 96517.2) avg_msec=0.284 (overall: 0.293)
                                                                     
GET: rps=101108.0 (overall: 96571.3) avg_msec=0.280 (overall: 0.293)
                                                                     
GET: rps=99259.0 (overall: 96602.7) avg_msec=0.287 (overall: 0.293)
                                                                    
GET: rps=101556.0 (overall: 96659.7) avg_msec=0.267 (overall: 0.293)
                                                                     
GET: rps=103669.3 (overall: 96739.8) avg_msec=0.294 (overall: 0.293)
                                                                     
GET: rps=103316.0 (overall: 96813.8) avg_msec=0.274 (overall: 0.293)
                                                                     
GET: rps=100852.0 (overall: 96858.7) avg_msec=0.285 (overall: 0.292)
                                                                     
GET: rps=102824.7 (overall: 96924.6) avg_msec=0.274 (overall: 0.292)
                                                                     
GET: rps=98364.0 (overall: 96940.3) avg_msec=0.294 (overall: 0.292)
                                                                    
GET: rps=96384.0 (overall: 96934.3) avg_msec=0.293 (overall: 0.292)
                                                                    
GET: rps=100972.0 (overall: 96977.3) avg_msec=0.282 (overall: 0.292)
                                                                     
GET: rps=100274.9 (overall: 97012.2) avg_msec=0.284 (overall: 0.292)
                                                                     
GET: rps=102608.0 (overall: 97070.5) avg_msec=0.280 (overall: 0.292)
                                                                     
GET: rps=98418.3 (overall: 97084.5) avg_msec=0.286 (overall: 0.292)
                                                                    
GET: rps=99028.0 (overall: 97104.4) avg_msec=0.282 (overall: 0.292)
                                                                    
GET: rps=102444.0 (overall: 97158.3) avg_msec=0.278 (overall: 0.292)
                                                                     
GET: rps=99027.9 (overall: 97177.1) avg_msec=0.290 (overall: 0.292)
                                                                    
GET: rps=97788.0 (overall: 97183.2) avg_msec=0.291 (overall: 0.292)
                                                                    
GET: rps=99812.0 (overall: 97209.0) avg_msec=0.283 (overall: 0.292)
                                                                    
GET: rps=103721.1 (overall: 97272.5) avg_msec=0.277 (overall: 0.291)
                                                                     
GET: rps=92788.0 (overall: 97229.4) avg_msec=0.315 (overall: 0.292)
                                                                    
GET: rps=99676.0 (overall: 97252.7) avg_msec=0.290 (overall: 0.292)
                                                                    
GET: rps=100163.4 (overall: 97280.3) avg_msec=0.281 (overall: 0.291)
                                                                     
GET: rps=97908.0 (overall: 97286.1) avg_msec=0.290 (overall: 0.291)
                                                                    
GET: rps=100980.1 (overall: 97320.5) avg_msec=0.288 (overall: 0.291)
                                                                     
GET: rps=103160.0 (overall: 97374.1) avg_msec=0.260 (overall: 0.291)
                                                                     
GET: rps=98516.0 (overall: 97384.5) avg_msec=0.278 (overall: 0.291)
                                                                    
GET: rps=104286.9 (overall: 97447.0) avg_msec=0.287 (overall: 0.291)
                                                                     
GET: rps=95364.0 (overall: 97428.4) avg_msec=0.287 (overall: 0.291)
                                                                    
GET: rps=96422.3 (overall: 97419.4) avg_msec=0.297 (overall: 0.291)
                                                                    
GET: rps=103384.0 (overall: 97471.8) avg_msec=0.270 (overall: 0.291)
                                                                     
GET: rps=101032.0 (overall: 97502.8) avg_msec=0.277 (overall: 0.291)
                                                                     
GET: rps=96362.6 (overall: 97492.9) avg_msec=0.302 (overall: 0.291)
                                                                    
GET: rps=97940.0 (overall: 97496.7) avg_msec=0.288 (overall: 0.291)
                                                                    
GET: rps=103132.0 (overall: 97544.5) avg_msec=0.287 (overall: 0.291)
                                                                     
GET: rps=100784.9 (overall: 97571.9) avg_msec=0.274 (overall: 0.291)
                                                                     
GET: rps=105060.0 (overall: 97634.3) avg_msec=0.272 (overall: 0.290)
                                                                     
GET: rps=93388.0 (overall: 97599.2) avg_msec=0.295 (overall: 0.290)
                                                                    
GET: rps=95640.0 (overall: 97583.1) avg_msec=0.292 (overall: 0.290)
                                                                    
GET: rps=98358.6 (overall: 97589.4) avg_msec=0.297 (overall: 0.290)
                                                                    
GET: rps=92208.0 (overall: 97546.0) avg_msec=0.320 (overall: 0.291)
                                                                    
GET: rps=94504.0 (overall: 97521.7) avg_msec=0.304 (overall: 0.291)
                                                                    
GET: rps=87266.9 (overall: 97439.9) avg_msec=0.317 (overall: 0.291)
                                                                    
GET: rps=99424.0 (overall: 97455.6) avg_msec=0.294 (overall: 0.291)
                                                                    
GET: rps=98632.0 (overall: 97464.8) avg_msec=0.289 (overall: 0.291)
                                                                    
GET: rps=93506.0 (overall: 97433.9) avg_msec=0.303 (overall: 0.291)
                                                                    
GET: rps=98232.0 (overall: 97440.1) avg_msec=0.294 (overall: 0.291)
                                                                    
GET: rps=101717.1 (overall: 97472.9) avg_msec=0.283 (overall: 0.291)
                                                                     
GET: rps=97400.0 (overall: 97472.3) avg_msec=0.305 (overall: 0.291)
                                                                    
GET: rps=97220.0 (overall: 97470.4) avg_msec=0.302 (overall: 0.291)
                                                                    
GET: rps=99672.0 (overall: 97486.8) avg_msec=0.286 (overall: 0.291)
                                                                    
GET: rps=100553.8 (overall: 97509.7) avg_msec=0.289 (overall: 0.291)
                                                                     
GET: rps=98792.0 (overall: 97519.1) avg_msec=0.279 (overall: 0.291)
                                                                    
GET: rps=98151.4 (overall: 97523.7) avg_msec=0.271 (overall: 0.291)
                                                                    
GET: rps=99788.0 (overall: 97540.1) avg_msec=0.276 (overall: 0.291)
                                                                    
GET: rps=98680.0 (overall: 97548.4) avg_msec=0.281 (overall: 0.291)
                                                                    
GET: rps=99148.0 (overall: 97559.8) avg_msec=0.296 (overall: 0.291)
                                                                    
GET: rps=99828.7 (overall: 97575.9) avg_msec=0.277 (overall: 0.291)
                                                                    
GET: rps=100232.0 (overall: 97594.6) avg_msec=0.289 (overall: 0.291)
                                                                     
GET: rps=98460.0 (overall: 97600.7) avg_msec=0.298 (overall: 0.291)
                                                                    
GET: rps=97561.8 (overall: 97600.4) avg_msec=0.281 (overall: 0.291)
                                                                    
GET: rps=98016.0 (overall: 97603.3) avg_msec=0.289 (overall: 0.291)
                                                                    
GET: rps=95436.0 (overall: 97588.4) avg_msec=0.290 (overall: 0.291)
                                                                    
GET: rps=98860.6 (overall: 97597.1) avg_msec=0.294 (overall: 0.291)
                                                                    
GET: rps=93820.0 (overall: 97571.6) avg_msec=0.304 (overall: 0.291)
                                                                    
GET: rps=93808.8 (overall: 97546.2) avg_msec=0.296 (overall: 0.291)
                                                                    
GET: rps=100324.0 (overall: 97564.8) avg_msec=0.283 (overall: 0.291)
                                                                     
GET: rps=100628.0 (overall: 97585.1) avg_msec=0.279 (overall: 0.291)
                                                                     
GET: rps=99084.0 (overall: 97594.9) avg_msec=0.286 (overall: 0.291)
                                                                    
GET: rps=95458.2 (overall: 97580.9) avg_msec=0.288 (overall: 0.291)
                                                                    
GET: rps=102848.0 (overall: 97615.1) avg_msec=0.280 (overall: 0.291)
                                                                     
GET: rps=100840.0 (overall: 97635.9) avg_msec=0.275 (overall: 0.290)
                                                                     
