Connecting to host 192.168.10.5, port 5201
[  5] local 192.168.10.4 port 42946 connected to 192.168.10.5 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec   441 MBytes  3.70 Gbits/sec    0   1.16 MBytes       
[  5]   1.00-2.00   sec   404 MBytes  3.39 Gbits/sec    0   1.16 MBytes       
[  5]   2.00-3.00   sec   300 MBytes  2.51 Gbits/sec    0   1.67 MBytes       
[  5]   3.00-4.00   sec   380 MBytes  3.19 Gbits/sec    0   1.67 MBytes       
[  5]   4.00-5.00   sec   419 MBytes  3.51 Gbits/sec    0   1.67 MBytes       
[  5]   5.00-6.00   sec   355 MBytes  2.98 Gbits/sec    0   1.67 MBytes       
[  5]   6.00-7.00   sec   378 MBytes  3.17 Gbits/sec    0   1.67 MBytes       
[  5]   7.00-8.00   sec   463 MBytes  3.88 Gbits/sec    0   1.75 MBytes       
[  5]   8.00-9.00   sec   370 MBytes  3.10 Gbits/sec    0   1.75 MBytes       
[  5]   9.00-10.00  sec   352 MBytes  2.95 Gbits/sec    0   1.75 MBytes       
[  5]  10.00-11.00  sec   310 MBytes  2.60 Gbits/sec    0   1.75 MBytes       
[  5]  11.00-12.00  sec   329 MBytes  2.76 Gbits/sec    0   1.85 MBytes       
[  5]  12.00-13.00  sec   343 MBytes  2.87 Gbits/sec    0   1.85 MBytes       
[  5]  13.00-14.00  sec   341 MBytes  2.86 Gbits/sec    0   1.85 MBytes       
[  5]  14.00-15.00  sec   356 MBytes  2.98 Gbits/sec    0   1.85 MBytes       
[  5]  15.00-16.00  sec   348 MBytes  2.92 Gbits/sec    0   1.85 MBytes       
[  5]  16.00-17.00  sec   330 MBytes  2.76 Gbits/sec    0   1.85 MBytes       
[  5]  17.00-18.00  sec   328 MBytes  2.75 Gbits/sec    0   1.85 MBytes       
[  5]  18.00-19.00  sec   348 MBytes  2.92 Gbits/sec    0   2.77 MBytes       
[  5]  19.00-20.00  sec   352 MBytes  2.95 Gbits/sec    0   2.77 MBytes       
[  5]  20.00-21.00  sec   357 MBytes  2.99 Gbits/sec    0   2.77 MBytes       
[  5]  21.00-22.00  sec   357 MBytes  2.99 Gbits/sec    0   2.77 MBytes       
[  5]  22.00-23.00  sec   349 MBytes  2.93 Gbits/sec    0   2.77 MBytes       
[  5]  23.00-24.00  sec   357 MBytes  2.99 Gbits/sec    0   2.77 MBytes       
[  5]  24.00-25.00  sec   520 MBytes  4.36 Gbits/sec    0   2.77 MBytes       
[  5]  25.00-26.00  sec   400 MBytes  3.36 Gbits/sec    0   2.77 MBytes       
[  5]  26.00-27.00  sec   312 MBytes  2.62 Gbits/sec    0   2.77 MBytes       
[  5]  27.00-28.00  sec   301 MBytes  2.53 Gbits/sec    0   2.77 MBytes       
[  5]  28.00-29.00  sec   351 MBytes  2.95 Gbits/sec    0   2.77 MBytes       
[  5]  29.00-30.00  sec   383 MBytes  3.21 Gbits/sec    0   2.77 MBytes       
[  5]  30.00-31.00  sec   413 MBytes  3.47 Gbits/sec    0   2.77 MBytes       
[  5]  31.00-32.00  sec   473 MBytes  3.97 Gbits/sec    0   2.77 MBytes       
[  5]  32.00-33.00  sec   524 MBytes  4.40 Gbits/sec    0   2.77 MBytes       
[  5]  33.00-34.00  sec   521 MBytes  4.37 Gbits/sec    0   2.77 MBytes       
[  5]  34.00-35.00  sec   369 MBytes  3.10 Gbits/sec    0   2.77 MBytes       
[  5]  35.00-36.00  sec   484 MBytes  4.06 Gbits/sec    0   2.77 MBytes       
[  5]  36.00-37.00  sec   355 MBytes  2.98 Gbits/sec    0   2.77 MBytes       
[  5]  37.00-38.00  sec   359 MBytes  3.01 Gbits/sec    0   2.77 MBytes       
[  5]  38.00-39.00  sec   408 MBytes  3.42 Gbits/sec    0   2.77 MBytes       
[  5]  39.00-40.00  sec   384 MBytes  3.22 Gbits/sec    0   2.77 MBytes       
[  5]  40.00-41.00  sec   324 MBytes  2.72 Gbits/sec    0   2.77 MBytes       
[  5]  41.00-42.00  sec   299 MBytes  2.51 Gbits/sec    0   2.77 MBytes       
[  5]  42.00-43.00  sec   296 MBytes  2.48 Gbits/sec    0   2.77 MBytes       
[  5]  43.00-44.00  sec   344 MBytes  2.88 Gbits/sec    0   2.77 MBytes       
[  5]  44.00-45.00  sec   360 MBytes  3.02 Gbits/sec    0   2.77 MBytes       
[  5]  45.00-46.00  sec   340 MBytes  2.85 Gbits/sec    0   2.77 MBytes       
[  5]  46.00-47.00  sec   300 MBytes  2.52 Gbits/sec    0   2.77 MBytes       
[  5]  47.00-48.00  sec   348 MBytes  2.92 Gbits/sec    0   2.77 MBytes       
[  5]  48.00-49.00  sec   370 MBytes  3.10 Gbits/sec    0   2.77 MBytes       
[  5]  49.00-50.00  sec   360 MBytes  3.02 Gbits/sec    0   2.77 MBytes       
[  5]  50.00-51.00  sec   472 MBytes  3.96 Gbits/sec    1   2.77 MBytes       
[  5]  51.00-52.00  sec   377 MBytes  3.16 Gbits/sec    0   2.77 MBytes       
[  5]  52.00-53.00  sec   358 MBytes  3.01 Gbits/sec    0   2.77 MBytes       
[  5]  53.00-54.00  sec   356 MBytes  2.99 Gbits/sec    0   2.77 MBytes       
[  5]  54.00-55.00  sec   383 MBytes  3.22 Gbits/sec    0   2.77 MBytes       
[  5]  55.00-56.00  sec   377 MBytes  3.16 Gbits/sec    0   2.77 MBytes       
[  5]  56.00-57.00  sec   373 MBytes  3.13 Gbits/sec    1   2.77 MBytes       
