Time(s),COMMAND,RES,%CPU,%MEM
0.0,top,3636,5.9,0.2
0.0,systemd,12840,0.0,0.6
0.0,kthreadd,0,0.0,0.0
.1,top,3780,5.9,0.2
.1,systemd,12840,0.0,0.6
.1,kthreadd,0,0.0,0.0
.2,top,3760,14.3,0.2
.2,systemd,12840,0.0,0.6
.2,kthreadd,0,0.0,0.0
.3,top,3740,20.0,0.2
.3,ksoftirqd/1,0,5.0,0.0
.3,systemd,12840,0.0,0.6
.4,awk,3132,10.5,0.2
.4,rcu_sched,0,5.3,0.0
.4,top,3760,5.3,0.2
.5,top,3708,23.8,0.2
.5,systemd,12840,0.0,0.6
.5,kthreadd,0,0.0,0.0
.6,awk,3136,16.7,0.2
.6,top,3736,11.1,0.2
.6,ksoftirqd/1,0,5.6,0.0
.7,top,3748,9.5,0.2
.7,rcu_sched,0,4.8,0.0
.7,systemd,12840,0.0,0.6
.8,top,3788,14.3,0.2
.8,systemd,12840,0.0,0.6
.8,kthreadd,0,0.0,0.0
.9,awk,3116,21.1,0.2
.9,top,3768,10.5,0.2
.9,head,1052,5.3,0.1
1.0,top,3804,20.0,0.2
1.0,snapd,32672,15.0,1.6
1.0,systemd,12840,0.0,0.6
1.1,top,3572,23.8,0.2
1.1,multipathd,27240,4.8,1.4
1.1,systemd,12840,0.0,0.6
1.2,top,3804,20.0,0.2
1.2,systemd,12840,0.0,0.6
1.2,kthreadd,0,0.0,0.0
1.3,top,3628,16.7,0.2
1.3,awk,3156,11.1,0.2
1.3,head,1008,5.6,0.1
1.4,top,3740,14.3,0.2
1.4,cron,2844,4.8,0.1
1.4,systemd,12840,0.0,0.6
1.5,top,3800,19.0,0.2
1.5,systemd,12840,0.0,0.6
1.5,kthreadd,0,0.0,0.0
1.6,top,3808,23.8,0.2
1.6,systemd,12840,0.0,0.6
1.6,kthreadd,0,0.0,0.0
1.7,top,3640,16.7,0.2
1.7,ksoftirqd/1,0,4.2,0.0
1.7,systemd,12840,0.0,0.6
1.8,top,3796,23.8,0.2
1.8,systemd,12840,0.0,0.6
1.8,kthreadd,0,0.0,0.0
1.9,top,3752,15.0,0.2
1.9,systemd,12840,0.0,0.6
1.9,kthreadd,0,0.0,0.0
2.0,top,3700,17.4,0.2
2.0,systemd,12840,0.0,0.6
2.0,kthreadd,0,0.0,0.0
2.1,top,3676,10.5,0.2
2.1,awk,3096,10.5,0.2
2.1,systemd,12840,0.0,0.6
2.2,top,3768,20.0,0.2
2.2,systemd,12840,0.0,0.6
2.2,kthreadd,0,0.0,0.0
2.3,top,3788,16.7,0.2
2.3,awk,3128,16.7,0.2
2.3,rcu_sched,0,5.6,0.0
2.4,top,3756,15.0,0.2
2.4,kworker/0:0-mm_percpu_wq,0,5.0,0.0
2.4,systemd,12840,0.0,0.6
2.5,top,3772,22.7,0.2
2.5,systemd,12840,0.0,0.6
2.5,kthreadd,0,0.0,0.0
2.6,top,3756,22.7,0.2
2.6,systemd,12840,0.0,0.6
2.6,kthreadd,0,0.0,0.0
2.7,top,3612,23.8,0.2
2.7,irqbalance,3792,4.8,0.2
2.7,systemd,12840,0.0,0.6
